,Unnamed: 0,Rank,Team,Change,Prior,Date,Division
6209,10,11,Cal Poly SLO,,,2019-06-07,D1_MEN
6210,11,12,Georgia,,,2019-06-07,D1_MEN
6211,12,13,Brigham Young,,,2019-06-07,D1_MEN
6212,13,14,NC State,,,2019-06-07,D1_MEN
6213,14,15,UNC Wilmington,,,2019-06-07,D1_MEN
6214,15,16,Northwestern,,,2019-06-07,D1_MEN
6215,16,17,Colorado State,,,2019-06-07,D1_MEN
6216,17,18,Emory,,,2019-06-07,D1_MEN
6217,18,19,Texas,,,2019-06-07,D1_MEN
6218,19,20,Stanford,,,2019-06-07,D1_MEN
6219,20,21,Colorado,,,2019-06-07,D1_MEN
6220,21,22,Maryland,,,2019-06-07,D1_MEN
6221,22,23,Ohio State,,,2019-06-07,D1_MEN
6222,23,24,Southern California,,,2019-06-07,D1_MEN
6223,24,25,Victoria,,,2019-06-07,D1_MEN
6224,0,1,Carleton,-,1,2018-05-09,D1_MEN
6225,1,2,North Carolina,-,2,2018-05-09,D1_MEN
6226,2,3,Oregon,-,3,2018-05-09,D1_MEN
6227,3,4,Washington,-,4,2018-05-09,D1_MEN
6228,4,5,Wisconsin,-,5,2018-05-09,D1_MEN
6229,5,6,Brown,+1,7,2018-05-09,D1_MEN
6230,6,7,Pittsburgh,-1,6,2018-05-09,D1_MEN
6231,7,8,Georgia,+3,11,2018-05-09,D1_MEN
6232,8,9,Massachusetts,-1,8,2018-05-09,D1_MEN
6233,9,10,Minnesota,-,10,2018-05-09,D1_MEN
6234,10,11,Stanford,+1,12,2018-05-09,D1_MEN
6235,11,12,Auburn,+1,13,2018-05-09,D1_MEN
6236,12,13,Cal Poly SLO,+2,15,2018-05-09,D1_MEN
6237,13,14,Brigham Young,+2,16,2018-05-09,D1_MEN
6238,14,15,William & Mary,+6,21,2018-05-09,D1_MEN
6239,15,16,Victoria,+8,24,2018-05-09,D1_MEN
6240,16,17,Texas,,-,2018-05-09,D1_MEN
6241,17,18,Colorado,+1,19,2018-05-09,D1_MEN
6242,18,19,Florida,-10,9,2018-05-09,D1_MEN
6243,19,20,Georgetown,,-,2018-05-09,D1_MEN
6244,20,21,Maryland,,-,2018-05-09,D1_MEN
6245,21,22,Texas A&M,+3,25,2018-05-09,D1_MEN
6246,22,23,Western Washington,-6,17,2018-05-09,D1_MEN
6247,23,24,Virginia Tech,-2,22,2018-05-09,D1_MEN
6248,24,25,Northwestern,,-,2018-05-09,D1_MEN
6249,0,1,Carleton,-,1,2018-05-09,D1_MEN
6250,1,2,North Carolina,-,2,2018-05-09,D1_MEN
6251,2,3,Oregon,-,3,2018-05-09,D1_MEN
6252,3,4,Washington,-,4,2018-05-09,D1_MEN
6253,4,5,Wisconsin,-,5,2018-05-09,D1_MEN
6254,5,6,Pittsburgh,+1,7,2018-05-09,D1_MEN
6255,6,7,Brown,+1,8,2018-05-09,D1_MEN
6256,7,8,Massachusetts,-2,6,2018-05-09,D1_MEN
6257,8,9,Florida,-,9,2018-05-09,D1_MEN
6258,9,10,Minnesota,-,10,2018-05-09,D1_MEN
6259,10,11,Georgia,-,11,2018-05-09,D1_MEN
6260,11,12,Stanford,-,12,2018-05-09,D1_MEN
6261,12,13,Auburn,-,13,2018-05-09,D1_MEN
6262,13,14,UNC Wilmington,+3,17,2018-05-09,D1_MEN
6263,14,15,Cal Poly SLO,+3,18,2018-05-09,D1_MEN
6264,15,16,Brigham Young,+4,20,2018-05-09,D1_MEN
6265,16,17,Western Washington,+6,23,2018-05-09,D1_MEN
6266,17,18,Colorado State,+6,24,2018-05-09,D1_MEN
6267,18,19,Colorado,-,19,2018-05-09,D1_MEN
6268,19,20,NC State,-6,14,2018-05-09,D1_MEN
6269,20,21,William & Mary,,-,2018-05-09,D1_MEN
6270,21,22,Virginia Tech,-7,15,2018-05-09,D1_MEN
6271,22,23,LSU,-1,22,2018-05-09,D1_MEN
6272,23,24,Victoria,,-,2018-05-09,D1_MEN
6273,24,25,Texas A&M,-,25,2018-05-09,D1_MEN
6274,0,1,Carleton,+1,2,2018-05-09,D1_MEN
6275,1,2,North Carolina,-1,1,2018-05-09,D1_MEN
6276,2,3,Oregon,+1,4,2018-05-09,D1_MEN
6277,3,4,Washington,+1,5,2018-05-09,D1_MEN
6278,4,5,Wisconsin,+1,6,2018-05-09,D1_MEN
6279,5,6,Massachusetts,+9,15,2018-05-09,D1_MEN
6280,6,7,Pittsburgh,+3,10,2018-05-09,D1_MEN
6281,7,8,Brown,-,8,2018-05-09,D1_MEN
6282,8,9,Florida,+4,13,2018-05-09,D1_MEN
6283,9,10,Minnesota,-7,3,2018-05-09,D1_MEN
6284,10,11,Georgia,+3,14,2018-05-09,D1_MEN
6285,11,12,Stanford,-1,11,2018-05-09,D1_MEN
6286,12,13,Auburn,,-,2018-05-09,D1_MEN
6287,13,14,NC State,+5,19,2018-05-09,D1_MEN
6288,14,15,Virginia Tech,-6,9,2018-05-09,D1_MEN
6289,15,16,Michigan,,-,2018-05-09,D1_MEN
6290,16,17,UNC Wilmington,-10,7,2018-05-09,D1_MEN
6291,17,18,Cal Poly SLO,-6,12,2018-05-09,D1_MEN
6292,18,19,Colorado,-3,16,2018-05-09,D1_MEN
6293,19,20,Brigham Young,-3,17,2018-05-09,D1_MEN
6294,20,21,Emory,,-,2018-05-09,D1_MEN
6295,21,22,LSU,-4,18,2018-05-09,D1_MEN
6296,22,23,Western Washington,-3,20,2018-05-09,D1_MEN
6297,23,24,Colorado State,-3,21,2018-05-09,D1_MEN
6298,24,25,Texas A&M,-3,22,2018-05-09,D1_MEN
6299,0,1,North Carolina,-,1,2018-05-09,D1_MEN
6300,1,2,Carleton,+1,3,2018-05-09,D1_MEN
6301,2,3,Minnesota,+1,4,2018-05-09,D1_MEN
6302,3,4,Oregon,-2,2,2018-05-09,D1_MEN
6303,4,5,Washington,-,5,2018-05-09,D1_MEN
6304,5,6,Wisconsin,-,6,2018-05-09,D1_MEN
6305,6,7,UNC Wilmington,-,7,2018-05-09,D1_MEN
6306,7,8,Brown,-,8,2018-05-09,D1_MEN
6307,8,9,Virginia Tech,-,9,2018-05-09,D1_MEN
6308,9,10,Pittsburgh,-,10,2018-05-09,D1_MEN
6309,10,11,Stanford,+6,17,2018-05-09,D1_MEN
6310,11,12,Cal Poly SLO,-1,11,2018-05-09,D1_MEN
6311,12,13,Florida,-1,12,2018-05-09,D1_MEN
6312,13,14,Georgia,-1,13,2018-05-09,D1_MEN
6313,14,15,Massachusetts,-1,14,2018-05-09,D1_MEN
6314,15,16,Colorado,-,16,2018-05-09,D1_MEN
6315,16,17,Brigham Young,+1,18,2018-05-09,D1_MEN
6316,17,18,LSU,+2,20,2018-05-09,D1_MEN
6317,18,19,NC State,+5,24,2018-05-09,D1_MEN
6318,19,20,Western Washington,-1,19,2018-05-09,D1_MEN
6319,20,21,Colorado State,-6,15,2018-05-09,D1_MEN
6320,21,22,Texas A&M,-1,21,2018-05-09,D1_MEN
6321,22,23,California,-1,22,2018-05-09,D1_MEN
6322,23,24,Victoria,,-,2018-05-09,D1_MEN
6323,24,25,Texas,-,25,2018-05-09,D1_MEN
6324,0,1,North Carolina,-,1,2018-05-09,D1_MEN
6325,1,2,Oregon,-,2,2018-05-09,D1_MEN
6326,2,3,Carleton,-,3,2018-05-09,D1_MEN
6327,3,4,Minnesota,-,4,2018-05-09,D1_MEN
6328,4,5,Washington,-,5,2018-05-09,D1_MEN
6329,5,6,Wisconsin,-,6,2018-05-09,D1_MEN
6330,6,7,UNC Wilmington,-,7,2018-05-09,D1_MEN
6331,7,8,Brown,-,8,2018-05-09,D1_MEN
6332,8,9,Virginia Tech,-,9,2018-05-09,D1_MEN
6333,9,10,Pittsburgh,-,10,2018-05-09,D1_MEN
6334,10,11,Cal Poly SLO,-,11,2018-05-09,D1_MEN
6335,11,12,Florida,-,12,2018-05-09,D1_MEN
6336,12,13,Georgia,-,13,2018-05-09,D1_MEN
6337,13,14,Massachusetts,-,14,2018-05-09,D1_MEN
6338,14,15,Colorado State,-,15,2018-05-09,D1_MEN
6339,15,16,Colorado,-,16,2018-05-09,D1_MEN
6340,16,17,Stanford,-,17,2018-05-09,D1_MEN
6341,17,18,Brigham Young,-,18,2018-05-09,D1_MEN
6342,18,19,Western Washington,-,19,2018-05-09,D1_MEN
6343,19,20,LSU,-,20,2018-05-09,D1_MEN
6344,20,21,Texas A&M,-,21,2018-05-09,D1_MEN
6345,21,22,California,-,22,2018-05-09,D1_MEN
6346,22,23,Southern California,-,23,2018-05-09,D1_MEN
6347,23,24,NC State,-,24,2018-05-09,D1_MEN
6348,24,25,Texas,-,25,2018-05-09,D1_MEN
6349,0,1,North Carolina,-,1,2018-05-09,D1_MEN
6350,1,2,Oregon,-,2,2018-05-09,D1_MEN
6351,2,3,Carleton,-,3,2018-05-09,D1_MEN
6352,3,4,Minnesota,-,4,2018-05-09,D1_MEN
6353,4,5,Washington,+1,6,2018-05-09,D1_MEN
6354,5,6,Wisconsin,+1,7,2018-05-09,D1_MEN
6355,6,7,UNC Wilmington,-2,5,2018-05-09,D1_MEN
6356,7,8,Brown,-,8,2018-05-09,D1_MEN
6357,8,9,Virginia Tech,-,9,2018-05-09,D1_MEN
6358,9,10,Pittsburgh,+1,11,2018-05-09,D1_MEN
6359,10,11,Cal Poly SLO,+1,12,2018-05-09,D1_MEN
6360,11,12,Florida,+2,14,2018-05-09,D1_MEN
6361,12,13,Georgia,,-,2018-05-09,D1_MEN
6362,13,14,Massachusetts,-4,10,2018-05-09,D1_MEN
6363,14,15,Colorado State,-2,13,2018-05-09,D1_MEN
6364,15,16,Colorado,-1,15,2018-05-09,D1_MEN
6365,16,17,Stanford,-1,16,2018-05-09,D1_MEN
6366,17,18,Brigham Young,-1,17,2018-05-09,D1_MEN
6367,18,19,Western Washington,-1,18,2018-05-09,D1_MEN
6368,19,20,LSU,+2,22,2018-05-09,D1_MEN
6369,20,21,Texas A&M,-2,19,2018-05-09,D1_MEN
6370,21,22,California,-2,20,2018-05-09,D1_MEN
6371,22,23,Southern California,-2,21,2018-05-09,D1_MEN
6372,23,24,NC State,+1,25,2018-05-09,D1_MEN
6373,24,25,Texas,,-,2018-05-09,D1_MEN
6374,0,1,North Carolina,+1,2,2018-05-09,D1_MEN
6375,1,2,Oregon,+2,4,2018-05-09,D1_MEN
6376,2,3,Carleton,-2,1,2018-05-09,D1_MEN
6377,3,4,Minnesota,-1,3,2018-05-09,D1_MEN
6378,4,5,UNC Wilmington,-,5,2018-05-09,D1_MEN
6379,5,6,Washington,+5,11,2018-05-09,D1_MEN
6380,6,7,Wisconsin,+12,19,2018-05-09,D1_MEN
6381,7,8,Brown,-2,6,2018-05-09,D1_MEN
6382,8,9,Virginia Tech,-2,7,2018-05-09,D1_MEN
6383,9,10,Massachusetts,-2,8,2018-05-09,D1_MEN
6384,10,11,Pittsburgh,-1,10,2018-05-09,D1_MEN
6385,11,12,Cal Poly SLO,-3,9,2018-05-09,D1_MEN
6386,12,13,Colorado State,-,13,2018-05-09,D1_MEN
6387,13,14,Florida,+4,18,2018-05-09,D1_MEN
6388,14,15,Colorado,-,15,2018-05-09,D1_MEN
6389,15,16,Stanford,-2,14,2018-05-09,D1_MEN
6390,16,17,Brigham Young,-5,12,2018-05-09,D1_MEN
6391,17,18,Western Washington,-2,16,2018-05-09,D1_MEN
6392,18,19,Texas A&M,+1,20,2018-05-09,D1_MEN
6393,19,20,California,-3,17,2018-05-09,D1_MEN
6394,20,21,Southern California,-,21,2018-05-09,D1_MEN
6395,21,22,LSU,-,22,2018-05-09,D1_MEN
6396,22,23,Auburn,-,23,2018-05-09,D1_MEN
6397,23,24,Victoria,-,24,2018-05-09,D1_MEN
6398,24,25,NC State,-,25,2018-05-09,D1_MEN
6399,0,1,Carleton,-,1,2018-05-09,D1_MEN
6400,1,2,North Carolina,-,2,2018-05-09,D1_MEN
6401,2,3,Minnesota,-,3,2018-05-09,D1_MEN
6402,3,4,Oregon,-,4,2018-05-09,D1_MEN
6403,4,5,UNC Wilmington,-,5,2018-05-09,D1_MEN
6404,5,6,Brown,-,6,2018-05-09,D1_MEN
6405,6,7,Virginia Tech,-,7,2018-05-09,D1_MEN
6406,7,8,Massachusetts,-,8,2018-05-09,D1_MEN
6407,8,9,Cal Poly SLO,-,9,2018-05-09,D1_MEN
6408,9,10,Pittsburgh,-,10,2018-05-09,D1_MEN
6409,10,11,Washington,-,11,2018-05-09,D1_MEN
6410,11,12,Brigham Young,-,12,2018-05-09,D1_MEN
6411,12,13,Colorado State,-,13,2018-05-09,D1_MEN
6412,13,14,Stanford,-,14,2018-05-09,D1_MEN
6413,14,15,Colorado,-,15,2018-05-09,D1_MEN
6414,15,16,Western Washington,-,16,2018-05-09,D1_MEN
6415,16,17,California,-,17,2018-05-09,D1_MEN
6416,17,18,Florida,-,18,2018-05-09,D1_MEN
6417,18,19,Wisconsin,-,19,2018-05-09,D1_MEN
6418,19,20,Texas A&M,-,20,2018-05-09,D1_MEN
6419,20,21,Southern California,-,21,2018-05-09,D1_MEN
6420,21,22,LSU,-,22,2018-05-09,D1_MEN
6421,22,23,Auburn,-,23,2018-05-09,D1_MEN
6422,23,24,Victoria,-,24,2018-05-09,D1_MEN
6423,24,25,NC State,-,25,2018-05-09,D1_MEN
6424,0,1,Carleton,-,1,2018-05-09,D1_MEN
6425,1,2,North Carolina,-,2,2018-05-09,D1_MEN
6426,2,3,Minnesota,-,3,2018-05-09,D1_MEN
6427,3,4,Oregon,-,4,2018-05-09,D1_MEN
6428,4,5,UNC Wilmington,+1,6,2018-05-09,D1_MEN
6429,5,6,Brown,,-,2018-05-09,D1_MEN
6430,6,7,Virginia Tech,+7,14,2018-05-09,D1_MEN
6431,7,8,Massachusetts,-,8,2018-05-09,D1_MEN
6432,8,9,Cal Poly SLO,+7,16,2018-05-09,D1_MEN
6433,9,10,Pittsburgh,+3,13,2018-05-09,D1_MEN
6434,10,11,Washington,-4,7,2018-05-09,D1_MEN
6435,11,12,Brigham Young,+5,17,2018-05-09,D1_MEN
6436,12,13,Colorado State,-2,11,2018-05-09,D1_MEN
6437,13,14,Stanford,-2,12,2018-05-09,D1_MEN
6438,14,15,Colorado,+4,19,2018-05-09,D1_MEN
6439,15,16,Western Washington,-1,15,2018-05-09,D1_MEN
6440,16,17,California,,-,2018-05-09,D1_MEN
6441,17,18,Florida,+3,21,2018-05-09,D1_MEN
6442,18,19,Wisconsin,-14,5,2018-05-09,D1_MEN
6443,19,20,Texas A&M,-,20,2018-05-09,D1_MEN
6444,20,21,Southern California,+2,23,2018-05-09,D1_MEN
6445,21,22,LSU,,-,2018-05-09,D1_MEN
6446,22,23,Auburn,-14,9,2018-05-09,D1_MEN
6447,23,24,Victoria,-,24,2018-05-09,D1_MEN
6448,24,25,NC State,-3,22,2018-05-09,D1_MEN
6449,0,1,Carleton,-,1,2018-05-09,D1_MEN
6450,1,2,North Carolina,-,2,2018-05-09,D1_MEN
6451,2,3,Minnesota,-,3,2018-05-09,D1_MEN
6452,3,4,Oregon,-,4,2018-05-09,D1_MEN
6453,4,5,Wisconsin,-,5,2018-05-09,D1_MEN
6454,5,6,UNC Wilmington,-,6,2018-05-09,D1_MEN
6455,6,7,Washington,-,7,2018-05-09,D1_MEN
6456,7,8,Massachusetts,-,8,2018-05-09,D1_MEN
6457,8,9,Auburn,-,9,2018-05-09,D1_MEN
6458,9,10,Michigan,-,10,2018-05-09,D1_MEN
6459,10,11,Colorado State,-,11,2018-05-09,D1_MEN
6460,11,12,Stanford,-,12,2018-05-09,D1_MEN
6461,12,13,Pittsburgh,-,13,2018-05-09,D1_MEN
6462,13,14,Virginia Tech,-,14,2018-05-09,D1_MEN
6463,14,15,Western Washington,-,15,2018-05-09,D1_MEN
6464,15,16,Cal Poly SLO,-,16,2018-05-09,D1_MEN
6465,16,17,Brigham Young,-,17,2018-05-09,D1_MEN
6466,17,18,Connecticut,-,18,2018-05-09,D1_MEN
6467,18,19,Colorado,-,19,2018-05-09,D1_MEN
6468,19,20,Texas A&M,-,20,2018-05-09,D1_MEN
6469,20,21,Florida,-,21,2018-05-09,D1_MEN
6470,21,22,NC State,-,22,2018-05-09,D1_MEN
6471,22,23,Southern California,-,23,2018-05-09,D1_MEN
6472,23,24,Victoria,-,24,2018-05-09,D1_MEN
6473,24,25,Maryland,-,25,2018-05-09,D1_MEN
6474,0,1,Carleton,-,1,2018-05-09,D1_MEN
6475,1,2,North Carolina,-,2,2018-05-09,D1_MEN
6476,2,3,Minnesota,-,3,2018-05-09,D1_MEN
6477,3,4,Oregon,-,4,2018-05-09,D1_MEN
6478,4,5,Wisconsin,+2,7,2018-05-09,D1_MEN
6479,5,6,UNC Wilmington,+2,8,2018-05-09,D1_MEN
6480,6,7,Washington,+2,9,2018-05-09,D1_MEN
6481,7,8,Massachusetts,-2,6,2018-05-09,D1_MEN
6482,8,9,Auburn,+1,10,2018-05-09,D1_MEN
6483,9,10,Michigan,-5,5,2018-05-09,D1_MEN
6484,10,11,Colorado State,-,11,2018-05-09,D1_MEN
6485,11,12,Stanford,+1,13,2018-05-09,D1_MEN
6486,12,13,Pittsburgh,-1,12,2018-05-09,D1_MEN
6487,13,14,Virginia Tech,+11,25,2018-05-09,D1_MEN
6488,14,15,Western Washington,-1,14,2018-05-09,D1_MEN
6489,15,16,Cal Poly SLO,-1,15,2018-05-09,D1_MEN
6490,16,17,Brigham Young,-1,16,2018-05-09,D1_MEN
6491,17,18,Connecticut,+2,20,2018-05-09,D1_MEN
6492,18,19,Colorado,-2,17,2018-05-09,D1_MEN
6493,19,20,Texas A&M,-2,18,2018-05-09,D1_MEN
6494,20,21,Florida,-2,19,2018-05-09,D1_MEN
6495,21,22,NC State,+1,23,2018-05-09,D1_MEN
6496,22,23,Southern California,-2,21,2018-05-09,D1_MEN
6497,23,24,Victoria,-2,22,2018-05-09,D1_MEN
6498,24,25,Maryland,,-,2018-05-09,D1_MEN
6499,0,1,Carleton,-,1,2018-05-09,D1_MEN
6500,1,2,North Carolina,-,2,2018-05-09,D1_MEN
6501,2,3,Minnesota,-,3,2018-05-09,D1_MEN
6502,3,4,Oregon,-,4,2018-05-09,D1_MEN
6503,4,5,Michigan,-,5,2018-05-09,D1_MEN
6504,5,6,Massachusetts,-,6,2018-05-09,D1_MEN
6505,6,7,Wisconsin,-,7,2018-05-09,D1_MEN
6506,7,8,UNC Wilmington,+1,9,2018-05-09,D1_MEN
6507,8,9,Washington,+12,21,2018-05-09,D1_MEN
6508,9,10,Auburn,-,10,2018-05-09,D1_MEN
6509,10,11,Colorado State,-3,8,2018-05-09,D1_MEN
6510,11,12,Pittsburgh,-1,11,2018-05-09,D1_MEN
6511,12,13,Stanford,-,13,2018-05-09,D1_MEN
6512,13,14,Western Washington,,-,2018-05-09,D1_MEN
6513,14,15,Cal Poly SLO,-3,12,2018-05-09,D1_MEN
6514,15,16,Brigham Young,-2,14,2018-05-09,D1_MEN
6515,16,17,Colorado,-2,15,2018-05-09,D1_MEN
6516,17,18,Texas A&M,-2,16,2018-05-09,D1_MEN
6517,18,19,Florida,-2,17,2018-05-09,D1_MEN
6518,19,20,Connecticut,-2,18,2018-05-09,D1_MEN
6519,20,21,Southern California,,-,2018-05-09,D1_MEN
6520,21,22,Victoria,,-,2018-05-09,D1_MEN
6521,22,23,NC State,-4,19,2018-05-09,D1_MEN
6522,23,24,British Columbia,-4,20,2018-05-09,D1_MEN
6523,24,25,Virginia Tech,-3,22,2018-05-09,D1_MEN
6524,0,1,Carleton,-,1,2018-05-09,D1_MEN
6525,1,2,North Carolina,-,2,2018-05-09,D1_MEN
6526,2,3,Minnesota,-,3,2018-05-09,D1_MEN
6527,3,4,Oregon,-,4,2018-05-09,D1_MEN
6528,4,5,Michigan,-,5,2018-05-09,D1_MEN
6529,5,6,Massachusetts,-,6,2018-05-09,D1_MEN
6530,6,7,Wisconsin,-,7,2018-05-09,D1_MEN
6531,7,8,Colorado State,+1,9,2018-05-09,D1_MEN
6532,8,9,UNC Wilmington,-1,8,2018-05-09,D1_MEN
6533,9,10,Auburn,-,10,2018-05-09,D1_MEN
6534,10,11,Pittsburgh,-,11,2018-05-09,D1_MEN
6535,11,12,Cal Poly SLO,-,12,2018-05-09,D1_MEN
6536,12,13,Stanford,-,13,2018-05-09,D1_MEN
6537,13,14,Brigham Young,-,14,2018-05-09,D1_MEN
6538,14,15,Colorado,-,15,2018-05-09,D1_MEN
6539,15,16,Texas A&M,-,16,2018-05-09,D1_MEN
6540,16,17,Florida,,-,2018-05-09,D1_MEN
6541,17,18,Connecticut,-1,17,2018-05-09,D1_MEN
6542,18,19,NC State,-1,18,2018-05-09,D1_MEN
6543,19,20,British Columbia,-1,19,2018-05-09,D1_MEN
6544,20,21,Washington,-1,20,2018-05-09,D1_MEN
6545,21,22,Virginia Tech,-1,21,2018-05-09,D1_MEN
6546,22,23,LSU,-1,22,2018-05-09,D1_MEN
6547,23,24,Cincinnati,-1,23,2018-05-09,D1_MEN
6548,24,25,Georgia,-,25,2018-05-09,D1_MEN
6549,0,1,Carleton,,,2018-05-09,D1_MEN
6550,1,2,North Carolina,,,2018-05-09,D1_MEN
6551,2,3,Minnesota,,,2018-05-09,D1_MEN
6552,3,4,Oregon,,,2018-05-09,D1_MEN
6553,4,5,Michigan,,,2018-05-09,D1_MEN
6554,5,6,Massachusetts,,,2018-05-09,D1_MEN
6555,6,7,Wisconsin,,,2018-05-09,D1_MEN
6556,7,8,UNC Wilmington,,,2018-05-09,D1_MEN
6557,8,9,Colorado State,,,2018-05-09,D1_MEN
6558,9,10,Auburn,,,2018-05-09,D1_MEN
6559,10,11,Pittsburgh,,,2018-05-09,D1_MEN
6560,11,12,Cal Poly SLO,,,2018-05-09,D1_MEN
6561,12,13,Stanford,,,2018-05-09,D1_MEN
6562,13,14,Brigham Young,,,2018-05-09,D1_MEN
6563,14,15,Colorado,,,2018-05-09,D1_MEN
6564,15,16,Texas A&M,,,2018-05-09,D1_MEN
6565,16,17,Connecticut,,,2018-05-09,D1_MEN
6566,17,18,NC State,,,2018-05-09,D1_MEN
6567,18,19,British Columbia,,,2018-05-09,D1_MEN
6568,19,20,Washington,,,2018-05-09,D1_MEN
6569,20,21,Virginia Tech,,,2018-05-09,D1_MEN
6570,21,22,LSU,,,2018-05-09,D1_MEN
6571,22,23,Cincinnati,,,2018-05-09,D1_MEN
6572,23,24,Central Florida,,,2018-05-09,D1_MEN
6573,24,25,Georgia,,,2018-05-09,D1_MEN
6574,0,1,Carleton,+5,6,2017-12-15,D1_MEN
6575,1,2,North Carolina,+3,5,2017-12-15,D1_MEN
6576,2,3,Minnesota,-,3,2017-12-15,D1_MEN
6577,3,4,Oregon,+5,9,2017-12-15,D1_MEN
6578,4,5,Michigan,+3,8,2017-12-15,D1_MEN
6579,5,6,Massachusetts,-5,1,2017-12-15,D1_MEN
6580,6,7,Wisconsin,-3,4,2017-12-15,D1_MEN
6581,7,8,UNC Wilmington,+2,10,2017-12-15,D1_MEN
6582,8,9,Colorado State,+13,22,2017-12-15,D1_MEN
6583,9,10,Auburn,+14,24,2017-12-15,D1_MEN
6584,10,11,Pittsburgh,-9,2,2017-12-15,D1_MEN
6585,11,12,Cal Poly SLO,+1,13,2017-12-15,D1_MEN
6586,12,13,Stanford,+1,14,2017-12-15,D1_MEN
6587,13,14,Brigham Young,-3,11,2017-12-15,D1_MEN
6588,14,15,Colorado,-8,7,2017-12-15,D1_MEN
6589,15,16,Texas A&M,+1,17,2017-12-15,D1_MEN
6590,16,17,Connecticut,,-,2017-12-15,D1_MEN
6591,17,18,NC State,-,18,2017-12-15,D1_MEN
6592,18,19,British Columbia,-4,15,2017-12-15,D1_MEN
6593,19,20,Washington,-4,16,2017-12-15,D1_MEN
6594,20,21,Virginia Tech,,-,2017-12-15,D1_MEN
6595,21,22,LSU,,-,2017-12-15,D1_MEN
6596,22,23,Cincinnati,,-,2017-12-15,D1_MEN
6597,23,24,Central Florida,,-,2017-12-15,D1_MEN
6598,24,25,Georgia,-13,12,2017-12-15,D1_MEN
6599,0,1,Massachusetts,+1,2,2017-12-15,D1_MEN
6600,1,2,Pittsburgh,-1,1,2017-12-15,D1_MEN
6601,2,3,Minnesota,+2,5,2017-12-15,D1_MEN
6602,3,4,Wisconsin,+7,11,2017-12-15,D1_MEN
6603,4,5,North Carolina,-2,3,2017-12-15,D1_MEN
6604,5,6,Carleton,+2,8,2017-12-15,D1_MEN
6605,6,7,Colorado,-3,4,2017-12-15,D1_MEN
6606,7,8,Michigan,+5,13,2017-12-15,D1_MEN
6607,8,9,Oregon,-3,6,2017-12-15,D1_MEN
6608,9,10,UNC Wilmington,-3,7,2017-12-15,D1_MEN
6609,10,11,Brigham Young,-1,10,2017-12-15,D1_MEN
6610,11,12,Georgia,-3,9,2017-12-15,D1_MEN
6611,12,13,Cal Poly SLO,+5,18,2017-12-15,D1_MEN
6612,13,14,Stanford,-2,12,2017-12-15,D1_MEN
6613,14,15,British Columbia,-1,14,2017-12-15,D1_MEN
6614,15,16,Washington,-,16,2017-12-15,D1_MEN
6615,16,17,Texas A&M,-,17,2017-12-15,D1_MEN
6616,17,18,NC State,+4,22,2017-12-15,D1_MEN
6617,18,19,Florida,+1,20,2017-12-15,D1_MEN
6618,19,20,Tufts,+4,24,2017-12-15,D1_MEN
6619,20,21,Purdue,,-,2017-12-15,D1_MEN
6620,21,22,Colorado State,-3,19,2017-12-15,D1_MEN
6621,22,23,Oregon State,-,23,2017-12-15,D1_MEN
6622,23,24,Auburn,,-,2017-12-15,D1_MEN
6623,24,25,Harvard,,-,2017-12-15,D1_MEN
6624,0,1,Pittsburgh,-,1,2017-12-15,D1_MEN
6625,1,2,Massachusetts,-,2,2017-12-15,D1_MEN
6626,2,3,North Carolina,-,3,2017-12-15,D1_MEN
6627,3,4,Colorado,-,4,2017-12-15,D1_MEN
6628,4,5,Minnesota,-,5,2017-12-15,D1_MEN
6629,5,6,Oregon,-,6,2017-12-15,D1_MEN
6630,6,7,UNC Wilmington,-,7,2017-12-15,D1_MEN
6631,7,8,Carleton,-,8,2017-12-15,D1_MEN
6632,8,9,Georgia,-,9,2017-12-15,D1_MEN
6633,9,10,Brigham Young,-,10,2017-12-15,D1_MEN
6634,10,11,Wisconsin,-,11,2017-12-15,D1_MEN
6635,11,12,Stanford,-,12,2017-12-15,D1_MEN
6636,12,13,Michigan,-,13,2017-12-15,D1_MEN
6637,13,14,British Columbia,-,14,2017-12-15,D1_MEN
6638,14,15,Central Florida,-,15,2017-12-15,D1_MEN
6639,15,16,Washington,-,16,2017-12-15,D1_MEN
6640,16,17,Texas A&M,-,17,2017-12-15,D1_MEN
6641,17,18,Cal Poly SLO,-,18,2017-12-15,D1_MEN
6642,18,19,Colorado State,-,19,2017-12-15,D1_MEN
6643,19,20,Florida,-,20,2017-12-15,D1_MEN
6644,20,21,Virginia Tech,-,21,2017-12-15,D1_MEN
6645,21,22,NC State,-,22,2017-12-15,D1_MEN
6646,22,23,Oregon State,-,23,2017-12-15,D1_MEN
6647,23,24,Tufts,-,24,2017-12-15,D1_MEN
6648,24,25,LSU,-,25,2017-12-15,D1_MEN
6649,0,1,Pittsburgh,-,1,2017-12-15,D1_MEN
6650,1,2,Massachusetts,-,2,2017-12-15,D1_MEN
6651,2,3,North Carolina,-,3,2017-12-15,D1_MEN
6652,3,4,Colorado,-,4,2017-12-15,D1_MEN
6653,4,5,Minnesota,-,5,2017-12-15,D1_MEN
6654,5,6,Oregon,-,6,2017-12-15,D1_MEN
6655,6,7,UNC Wilmington,-,7,2017-12-15,D1_MEN
6656,7,8,Carleton,-,8,2017-12-15,D1_MEN
6657,8,9,Georgia,-,9,2017-12-15,D1_MEN
