,Rank,Team,Change,Prior,Date,Division
6,7,California,-,7,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
7,8,UCLA,-,8,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
8,9,Oregon,-,9,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
9,10,British Columbia,-,10,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
10,11,Ohio State,-,11,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
11,12,Tufts,-,12,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
12,13,Michigan,-,13,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
13,14,Colorado,-,14,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
14,15,North Carolina,-,15,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
15,16,Southern California,-,16,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
16,17,Carleton,-,17,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
17,18,Vermont,-,18,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
18,19,Whitman,-,19,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
19,20,Florida,-,20,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
20,21,Iowa State,-,21,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
21,22,Colorado State,-,22,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
22,23,UC Davis,-,23,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
23,24,UC San Diego,-,24,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
24,25,Washington,-,25,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
0,1,Texas,+1,2,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
1,2,Stanford,+2,4,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
2,3,Dartmouth,-2,1,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
3,4,Virginia,+8,12,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
4,5,Pittsburgh,+11,16,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
5,6,Notre Dame Womb,+19,25,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
6,7,California,-1,6,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
7,8,UCLA,-3,5,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
8,9,Oregon,-2,7,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
9,10,British Columbia,-7,3,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
10,11,Ohio State,-2,9,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
11,12,Tufts,-2,10,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
12,13,Michigan,-,13,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
13,14,Colorado,-6,8,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
14,15,North Carolina,-1,14,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
15,16,Southern California,-5,11,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
16,17,Carleton,-2,15,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
17,18,Vermont,+5,23,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
18,19,Whitman,-2,17,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
19,20,Florida,+1,21,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
20,21,Iowa State,+3,24,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
21,22,Colorado State,-,22,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
22,23,UC Davis,-5,18,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
23,24,UC San Diego,-4,20,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
24,25,Washington,-6,19,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
0,1,Dartmouth,-,1,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
1,2,Texas,-,2,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
2,3,British Columbia,-,3,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
3,4,Stanford,-,4,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
4,5,UCLA,-,5,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
5,6,California,-,6,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
6,7,Oregon,-,7,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
7,8,Colorado,-,8,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
8,9,Ohio State,+1,10,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
9,10,Tufts,-1,9,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
10,11,Southern California,-,11,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
11,12,Virginia,-,12,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
12,13,Michigan,-,13,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
13,14,North Carolina,-,14,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
14,15,Carleton,-,15,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
15,16,Pittsburgh,-,16,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
16,17,Whitman,-,17,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
17,18,UC Davis,-,18,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
18,19,Washington,+1,20,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
19,20,UC San Diego,+1,21,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
20,21,Florida,-2,19,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
21,22,Colorado State,,-,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
22,23,Vermont,-,23,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
23,24,Iowa State,,-,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
24,25,Notre Dame Womb,-1,24,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
0,1,Dartmouth,-,1,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
1,2,Texas,-,2,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
2,3,British Columbia,-,3,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
3,4,Stanford,-,4,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
4,5,UCLA,-,5,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
5,6,California,-,6,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
6,7,Oregon,-,7,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
7,8,Colorado,-,8,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
8,9,Tufts,-,9,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
9,10,Ohio State,-,10,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
10,11,Southern California,-,11,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
11,12,Virginia,-,12,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
12,13,Michigan,-,13,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
13,14,North Carolina,-,14,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
14,15,Carleton,-,15,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
15,16,Pittsburgh,-,16,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
16,17,Whitman,+1,18,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
17,18,UC Davis,+1,19,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
18,19,Florida,-2,17,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
19,20,Washington,-,20,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
20,21,UC San Diego,+1,22,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
21,22,Colorado College,+1,23,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
22,23,Vermont,+1,24,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
23,24,Notre Dame Womb,,-,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
24,25,Victoria,-,25,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
0,1,Dartmouth,+3,4,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
1,2,Texas,+1,3,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
2,3,British Columbia,+2,5,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
3,4,Stanford,-3,1,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
4,5,UCLA,-3,2,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
5,6,California,+2,8,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
6,7,Oregon,-1,6,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
7,8,Colorado,-1,7,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
8,9,Tufts,-,9,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
9,10,Ohio State,+1,11,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
10,11,Southern California,+1,12,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
11,12,Virginia,+1,13,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
12,13,Michigan,+5,18,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
13,14,North Carolina,-,14,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
14,15,Carleton,+1,16,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
15,16,Pittsburgh,+1,17,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
16,17,Florida,+2,19,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
17,18,Whitman,-3,15,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
18,19,UC Davis,+5,24,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
19,20,Washington,-,20,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
20,21,Western Washington,-11,10,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
21,22,UC San Diego,-1,21,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
22,23,Colorado College,,-,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
23,24,Vermont,-1,23,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
24,25,Victoria,-,25,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
0,1,Stanford,-,1,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
1,2,UCLA,-,2,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
2,3,Texas,-,3,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
3,4,Dartmouth,-,4,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
4,5,British Columbia,-,5,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
5,6,Oregon,-,6,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
6,7,Colorado,-,7,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
7,8,California,-,8,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
8,9,Tufts,+1,10,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
9,10,Western Washington,+1,11,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
10,11,Ohio State,+1,12,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
11,12,Southern California,+2,14,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
12,13,Virginia,-4,9,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
13,14,North Carolina,+3,17,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
14,15,Whitman,-,15,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
15,16,Carleton,-,16,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
16,17,Pittsburgh,-4,13,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
17,18,Michigan,-,18,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
18,19,Florida,-,19,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
19,20,Washington,-,20,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
20,21,UC San Diego,-,21,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
21,22,Kansas,-,22,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
22,23,Vermont,+1,24,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
23,24,UC Davis,+1,25,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
24,25,Victoria,,-,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
0,1,Stanford,-,1,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
1,2,UCLA,+14,16,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
2,3,Texas,+1,4,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
3,4,Dartmouth,-2,2,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
4,5,British Columbia,-2,3,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
5,6,Oregon,-,6,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
6,7,Colorado,+1,8,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
7,8,California,+7,15,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
8,9,Virginia,-,9,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
9,10,Tufts,-,10,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
10,11,Western Washington,-6,5,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
11,12,Ohio State,-1,11,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
12,13,Pittsburgh,-1,12,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
