,Rank,Team,Change,Prior,Date,Division
2,3,British Columbia,+1,4,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
3,4,North Carolina,-2,2,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
4,5,Carleton,-,5,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
5,6,Western Washington,+1,7,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
6,7,Dartmouth,+1,8,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
7,8,UC Santa Barbara,-2,6,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
8,9,Texas,+1,10,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
9,10,Minnesota,+1,11,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
10,11,Colorado,+1,12,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
11,12,Pittsburgh,+3,15,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
12,13,Tufts,+4,17,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
13,14,Northeastern,-5,9,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
14,15,Wisconsin,+3,18,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
15,16,UCLA,+3,19,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
16,17,Vermont,-1,16,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
17,18,California,+3,21,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
18,19,Stanford,-6,13,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
19,20,Washington,-,20,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
20,21,Oregon,-7,14,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
21,22,Cal Poly SLO,-,22,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
22,23,UNC Wilmington,-,23,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
23,24,Clemson,,-,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
24,25,South Carolina,-1,24,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
0,1,Ohio State,+2,3,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
1,2,North Carolina,+2,4,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
2,3,UC San Diego,-2,1,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
3,4,British Columbia,+17,21,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
4,5,Carleton,-,5,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
5,6,UC Santa Barbara,-,6,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
6,7,Western Washington,+2,9,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
7,8,Dartmouth,-6,2,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
8,9,Northeastern,+1,10,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
9,10,Texas,+1,11,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
10,11,Minnesota,+1,12,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
11,12,Colorado,+1,13,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
12,13,Stanford,+5,18,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
13,14,Oregon,+8,22,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
14,15,Pittsburgh,-8,7,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
15,16,Vermont,-8,8,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
16,17,Tufts,-3,14,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
17,18,Wisconsin,-3,15,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
18,19,UCLA,-3,16,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
19,20,Washington,-,20,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
20,21,California,-4,17,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
21,22,Cal Poly SLO,-3,19,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
22,23,UNC Wilmington,-,23,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
23,24,South Carolina,,-,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
24,25,Utah,-,25,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
0,1,UC San Diego,-,1,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
1,2,Dartmouth,-,2,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
2,3,Ohio State,-,3,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
3,4,North Carolina,-,4,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
4,5,Carleton,-,5,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
5,6,UC Santa Barbara,-,6,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
6,7,Pittsburgh,-,7,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
7,8,Vermont,+2,10,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
8,9,Western Washington,+2,11,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
9,10,Northeastern,+14,24,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
10,11,Texas,+1,12,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
11,12,Minnesota,+8,20,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
12,13,Colorado,-4,9,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
13,14,Tufts,+9,23,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
14,15,Wisconsin,-7,8,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
15,16,UCLA,-3,13,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
16,17,California,-3,14,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
17,18,Stanford,-3,15,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
18,19,Cal Poly SLO,-3,16,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
19,20,Washington,-3,17,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
20,21,British Columbia,-3,18,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
21,22,Oregon,-3,19,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
22,23,UNC Wilmington,-1,22,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
23,24,NC State,+1,25,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
24,25,Utah,,-,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
0,1,UC San Diego,-,1,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
1,2,Dartmouth,-,2,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
2,3,Ohio State,-,3,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
3,4,North Carolina,-,4,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
4,5,Carleton,-,5,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
5,6,UC Santa Barbara,-,6,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
6,7,Pittsburgh,-,7,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
7,8,Wisconsin,-,8,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
8,9,Colorado,-,9,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
9,10,Vermont,-,10,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
10,11,Western Washington,-,11,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
11,12,Texas,-,12,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
12,13,UCLA,-,13,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
13,14,California,-,14,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
14,15,Stanford,-,15,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
15,16,Cal Poly SLO,-,16,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
16,17,Washington,-,17,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
17,18,British Columbia,-,18,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
18,19,Oregon,-,19,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
19,20,Minnesota,-,20,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
20,21,West Chester,-,21,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
21,22,UNC Wilmington,-,22,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
22,23,Tufts,-,23,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
23,24,Northeastern,-,24,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
24,25,NC State,-,25,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
0,1,UC San Diego,-,1,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
1,2,Dartmouth,-,2,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
2,3,Ohio State,-,3,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
3,4,North Carolina,-,4,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
4,5,Carleton,-,5,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
5,6,UC Santa Barbara,-,6,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
6,7,Pittsburgh,-,7,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
7,8,Wisconsin,-,8,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
8,9,Colorado,-,9,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
9,10,Vermont,-,10,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
10,11,Western Washington,-,11,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
11,12,Texas,-,12,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
12,13,UCLA,-,13,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
13,14,California,-,14,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
14,15,Stanford,-,15,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
15,16,Cal Poly SLO,-,16,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
16,17,Washington,-,17,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
17,18,British Columbia,-,18,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
18,19,Oregon,-,19,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
19,20,Minnesota,-,20,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
20,21,West Chester,-,21,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
21,22,UNC Wilmington,-,22,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
22,23,Tufts,-,23,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
23,24,Northeastern,-,24,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
24,25,NC State,-,25,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
0,1,UC San Diego,-,1,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
1,2,Dartmouth,-,2,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
2,3,Ohio State,-,3,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
3,4,North Carolina,-,4,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
4,5,Carleton,-,5,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
5,6,UC Santa Barbara,-,6,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
6,7,Pittsburgh,+1,8,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
7,8,Wisconsin,+1,9,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
8,9,Colorado,+4,13,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
9,10,Vermont,+2,12,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
10,11,Western Washington,+3,14,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
11,12,Texas,+9,21,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
12,13,UCLA,+11,24,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
13,14,California,,-,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
14,15,Stanford,+5,20,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
15,16,Cal Poly SLO,-5,11,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
16,17,Washington,-2,15,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
17,18,British Columbia,-11,7,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
18,19,Oregon,-9,10,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
19,20,Minnesota,-4,16,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
20,21,West Chester,-4,17,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
21,22,UNC Wilmington,-4,18,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
22,23,Tufts,-4,19,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
23,24,Northeastern,-2,22,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
24,25,NC State,-2,23,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
0,1,UC San Diego,-,1,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
1,2,Dartmouth,-,2,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
2,3,Ohio State,+6,9,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
3,4,North Carolina,-1,3,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
4,5,Carleton,-1,4,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
5,6,UC Santa Barbara,-1,5,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
6,7,British Columbia,-1,6,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
7,8,Pittsburgh,-1,7,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
8,9,Wisconsin,+1,10,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
9,10,Oregon,+1,11,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
10,11,Cal Poly SLO,+1,12,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
11,12,Vermont,+1,13,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
12,13,Colorado,+1,14,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
13,14,Western Washington,+1,15,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
14,15,Washington,+1,16,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
15,16,Minnesota,+1,17,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
16,17,West Chester,+1,18,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
17,18,UNC Wilmington,+7,25,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
18,19,Tufts,-11,8,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
19,20,Stanford,-1,19,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
20,21,Texas,-1,20,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
21,22,Northeastern,-1,21,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
22,23,NC State,,-,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
23,24,UCLA,-2,22,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
24,25,South Carolina,-2,23,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
0,1,UC San Diego,-,1,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
1,2,Dartmouth,-,2,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
2,3,North Carolina,-,3,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
3,4,Carleton,-,4,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
4,5,UC Santa Barbara,+5,10,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
5,6,British Columbia,-1,5,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
6,7,Pittsburgh,+1,8,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
7,8,Tufts,+4,12,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
8,9,Ohio State,+4,13,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
9,10,Wisconsin,+4,14,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
10,11,Oregon,-5,6,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
11,12,Cal Poly SLO,+7,19,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
12,13,Vermont,,-,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
13,14,Colorado,-5,9,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
14,15,Western Washington,-4,11,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
15,16,Washington,-1,15,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
16,17,Minnesota,-,17,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
17,18,West Chester,-,18,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
18,19,Stanford,+2,21,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
19,20,Texas,-13,7,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
20,21,Northeastern,-5,16,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
21,22,UCLA,-2,20,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
22,23,South Carolina,+1,24,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
23,24,Whitman,-2,22,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
24,25,UNC Wilmington,-2,23,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
0,1,UC San Diego,-,1,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
1,2,Dartmouth,-,2,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
2,3,North Carolina,-,3,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
3,4,Carleton,-,4,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
4,5,British Columbia,+1,6,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
5,6,Oregon,+1,7,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
6,7,Texas,+1,8,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
7,8,Pittsburgh,+1,9,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
8,9,Colorado,+1,10,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
9,10,UC Santa Barbara,+1,11,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
10,11,Western Washington,+1,12,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
11,12,Tufts,+1,13,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
12,13,Ohio State,-8,5,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
13,14,Wisconsin,-,14,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
14,15,Washington,-,15,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
15,16,Northeastern,-,16,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
16,17,Minnesota,+1,18,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
17,18,West Chester,+2,20,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
18,19,Cal Poly SLO,-,19,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
19,20,UCLA,+1,21,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
20,21,Stanford,+1,22,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
21,22,Whitman,+1,23,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
22,23,UNC Wilmington,,-,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
23,24,South Carolina,-,24,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
24,25,Colorado College,,-,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
0,1,UC San Diego,-,1,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
1,2,Dartmouth,-,2,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
2,3,North Carolina,-,3,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
3,4,Carleton,-,4,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
4,5,Ohio State,-,5,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
5,6,British Columbia,-,6,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
6,7,Oregon,-,7,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
7,8,Texas,-,8,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
8,9,Pittsburgh,-,9,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
9,10,Colorado,-,10,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
10,11,UC Santa Barbara,-,11,2019-06-07,"
College D-I Women’s Rankings, 2019 Season, Final
Published on June 7, 2019
"
