,Name,Team,#,PP,OPP,DPP,AST,GLS,BLK,+/-,Rcv Yds,Thr Yds,Yds,Cmp,Cmp%,HA,T,S,C,D,game_info
33,Wuensch,DAL,12,13,3,10,0,0,1,-1,41,-19,22,4,80,0,1,0,0,1,2021-07-09-AUS-DAL
34,Malecek,DAL,00,18,15,3,3,0,0,-1,-8,284,276,27,87,1,4,0,0,0,2021-07-09-AUS-DAL
35,"Larberg, D",DAL,11,17,7,10,1,0,0,-1,-33,194,161,12,85,2,2,0,0,0,2021-07-09-AUS-DAL
36,Swiatek,AUS,5,19,11,8,0,3,0,-2,293,85,378,18,81,1,4,0,0,1,2021-07-09-AUS-DAL
37,Starkel,AUS,32,14,12,2,1,0,0,-2,30,183,213,19,86,1,3,0,0,0,2021-07-09-AUS-DAL
38,Bowman,AUS,4,16,4,12,0,0,0,-2,31,58,89,9,90,1,1,0,0,1,2021-07-09-AUS-DAL
39,"Reinhardt, J",DAL,6,12,1,11,0,0,1,-2,13,23,36,3,50,0,3,0,0,0,2021-07-09-AUS-DAL
40,Hustad,DAL,15,13,4,9,0,1,0,-2,57,95,152,7,70,1,2,1,0,0,2021-07-09-AUS-DAL
0,Jagt,NY,4,28,21,7,3,10,2,14,473,298,771,29,96,6,1,0,0,0,2021-07-09-PHI-NY
1,Osgar,NY,2,24,21,3,7,3,0,9,432,146,578,25,96,2,1,0,0,0,2021-07-09-PHI-NY
2,Martin,PHI,4,22,20,2,0,7,1,8,326,62,388,22,100,3,0,0,0,0,2021-07-09-PHI-NY
3,Mott,PHI,81,26,23,3,2,3,0,5,290,283,573,32,100,3,0,0,0,0,2021-07-09-PHI-NY
4,Damiano,PHI,0,23,21,2,5,0,0,4,68,389,457,48,97,2,1,0,0,0,2021-07-09-PHI-NY
5,Williams,NY,11,27,21,6,5,0,0,4,174,243,417,39,97,3,1,0,0,0,2021-07-09-PHI-NY
6,Lithio,NY,54,24,21,3,1,3,1,4,296,96,392,16,94,1,1,0,0,0,2021-07-09-PHI-NY
7,Chartock,NY,3,24,21,3,5,0,0,4,110,568,678,57,98,3,0,1,0,0,2021-07-09-PHI-NY
8,Brownlee,NY,82,13,2,11,2,0,2,4,74,43,117,4,100,0,0,0,0,0,2021-07-09-PHI-NY
9,Babbitt,NY,87,18,2,16,0,1,3,4,71,-12,59,2,100,0,0,0,0,0,2021-07-09-PHI-NY
10,"Drost, M",NY,16,20,2,18,0,3,0,3,73,-22,51,5,100,0,0,0,0,0,2021-07-09-PHI-NY
11,Owens,PHI,88,21,7,14,1,1,0,2,71,87,158,9,100,0,0,0,0,0,2021-07-09-PHI-NY
12,Masino,PHI,26,21,5,16,0,0,2,2,4,22,26,2,100,0,0,0,0,0,2021-07-09-PHI-NY
13,Little,PHI,25,17,4,13,0,1,1,2,61,14,75,1,100,0,0,0,0,0,2021-07-09-PHI-NY
14,Heyman,PHI,44,21,16,5,2,1,0,2,99,65,164,8,88,2,1,0,0,0,2021-07-09-PHI-NY
15,Charles,PHI,16,18,17,1,3,0,0,2,99,149,248,18,94,1,1,0,0,0,2021-07-09-PHI-NY
16,M'Bae Vogel,NY,32,12,0,12,1,1,0,2,38,37,75,2,100,0,0,0,0,0,2021-07-09-PHI-NY
17,Stevens,NY,17,26,21,5,0,2,0,2,121,-11,110,14,100,3,0,0,0,0,2021-07-09-PHI-NY
18,"Feder, S",NY,31,18,2,16,1,1,1,2,43,64,107,8,88,2,1,0,0,0,2021-07-09-PHI-NY
19,"Drost, R",NY,80,18,2,16,0,1,1,2,39,-4,35,2,100,1,0,0,0,0,2021-07-09-PHI-NY
20,Thorne,PHI,21,24,22,2,2,0,0,1,114,342,456,40,97,0,1,0,0,0,2021-07-09-PHI-NY
21,Glazer,PHI,14,15,15,0,0,3,0,1,172,65,237,11,91,2,1,0,0,1,2021-07-09-PHI-NY
22,Arcata,PHI,22,21,16,5,3,1,0,1,187,85,272,13,81,2,3,0,0,0,2021-07-09-PHI-NY
23,LaBar,NY,20,13,0,13,1,0,0,1,41,14,55,4,100,2,0,0,0,0,2021-07-09-PHI-NY
24,Holmes,NY,23,13,0,13,0,0,1,1,0,-8,-8,1,100,0,0,0,0,0,2021-07-09-PHI-NY
25,Pastor,PHI,1,15,6,9,0,0,0,0,14,13,27,2,100,0,0,0,0,0,2021-07-09-PHI-NY
26,O'Connell,PHI,11,13,1,12,0,0,0,0,0,6,6,1,100,0,0,0,0,0,2021-07-09-PHI-NY
27,Nardelli,PHI,99,23,6,17,0,1,0,0,58,46,104,5,83,0,1,0,0,0,2021-07-09-PHI-NY
28,Michel,PHI,23,14,3,11,0,0,0,0,34,0,34,3,100,1,0,0,0,0,2021-07-09-PHI-NY
29,Hanna,PHI,39,18,18,0,1,1,0,0,139,59,198,11,84,1,2,0,0,0,2021-07-09-PHI-NY
30,Esser,PHI,10,16,2,14,1,0,0,0,8,49,57,3,100,0,0,0,0,1,2021-07-09-PHI-NY
31,Weintraub,NY,61,16,2,14,1,0,0,0,-39,91,52,11,91,0,1,0,0,0,2021-07-09-PHI-NY
32,Rueschemeyer-Bailey,NY,9,25,21,4,0,2,0,0,64,345,409,37,94,3,2,0,0,0,2021-07-09-PHI-NY
33,Olcese,NY,22,14,1,13,0,0,0,0,13,90,103,8,100,1,0,0,0,0,2021-07-09-PHI-NY
34,Nelson,NY,68,12,0,12,0,0,0,0,-9,43,34,3,100,0,0,0,0,0,2021-07-09-PHI-NY
35,LeMar,NY,12,17,1,16,0,0,0,0,23,7,30,4,100,0,0,0,0,0,2021-07-09-PHI-NY
36,Griffin,NY,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-07-09-PHI-NY
37,Witmer,PHI,50,22,5,17,0,0,0,-1,40,97,137,8,88,2,1,0,0,0,2021-07-09-PHI-NY
38,Ellis,PHI,93,4,1,3,0,0,0,-1,15,0,15,0,0,0,1,0,0,0,2021-07-09-PHI-NY
39,Butrica,PHI,70,16,4,12,0,1,0,-1,97,64,161,10,83,1,2,0,0,0,2021-07-09-PHI-NY
40,Ouellette,NY,14,12,0,12,0,0,0,-1,0,10,10,1,50,0,1,0,0,0,2021-07-09-PHI-NY
0,Maurer,DAL,2,17,16,1,6,5,0,11,176,286,462,39,100,1,0,0,0,0,2021-07-03-SEA-DAL
1,Munoz,SEA,11,23,19,4,4,1,0,5,105,288,393,27,100,1,0,0,0,0,2021-07-03-SEA-DAL
2,"Lopez-Escarez, A",SEA,17,11,3,8,0,2,3,4,47,-11,36,3,75,1,1,0,0,0,2021-07-03-SEA-DAL
3,Akyuz,SEA,64,21,20,1,1,4,1,4,202,44,246,7,77,0,2,0,0,0,2021-07-03-SEA-DAL
4,Wuensch,DAL,12,18,0,18,0,3,3,4,82,-15,67,3,60,1,2,0,0,0,2021-07-03-SEA-DAL
5,Brouwer,DAL,10,15,1,14,0,3,1,4,57,1,58,2,100,0,0,0,0,0,2021-07-03-SEA-DAL
6,Armour,DAL,50,18,3,15,3,0,1,4,20,85,105,13,100,3,0,0,0,0,2021-07-03-SEA-DAL
7,Lane III,SEA,70,15,10,5,2,1,0,3,63,88,151,12,100,0,0,0,0,0,2021-07-03-SEA-DAL
8,Bubernak,SEA,21,17,4,13,0,2,2,3,59,0,59,0,0,0,1,0,0,0,2021-07-03-SEA-DAL
9,Brisbois,SEA,69,16,6,10,1,1,1,3,97,20,117,6,100,0,0,0,0,0,2021-07-03-SEA-DAL
10,Malecek,DAL,00,14,3,11,2,0,1,3,-10,268,258,15,100,4,0,0,0,0,2021-07-03-SEA-DAL
11,Lewis,DAL,7,19,2,17,0,2,1,3,123,9,132,4,100,0,0,0,0,0,2021-07-03-SEA-DAL
12,Hernandez,DAL,23,20,4,16,3,1,0,3,61,153,214,25,96,1,1,0,0,0,2021-07-03-SEA-DAL
13,Chambers,DAL,26,15,2,13,2,1,0,3,81,81,162,7,100,0,0,0,0,0,2021-07-03-SEA-DAL
14,Olson,DAL,22,13,12,1,1,3,0,2,59,102,161,24,92,2,2,0,0,0,2021-07-03-SEA-DAL
15,Miaw,DAL,21,17,16,1,1,1,1,2,155,277,432,34,97,6,0,1,0,0,2021-07-03-SEA-DAL
16,Emmons,DAL,18,13,1,12,1,0,2,2,52,6,58,2,66,0,1,0,0,0,2021-07-03-SEA-DAL
17,DeAmicis,DAL,55,14,1,13,0,0,2,2,14,25,39,3,100,0,0,0,0,0,2021-07-03-SEA-DAL
18,Martin,SEA,12,20,3,17,1,0,2,1,41,104,145,9,81,0,2,0,0,0,2021-07-03-SEA-DAL
19,Le,SEA,80,10,6,4,1,0,0,1,13,18,31,5,100,0,0,0,0,0,2021-07-03-SEA-DAL
20,Jacobs,SEA,55,15,2,13,0,1,0,1,12,0,12,0,0,0,0,0,0,0,2021-07-03-SEA-DAL
21,Burton,SEA,30,22,21,1,2,2,1,1,84,168,252,22,84,2,4,0,0,0,2021-07-03-SEA-DAL
22,Wilder,DAL,9,17,16,1,1,1,0,1,272,82,354,19,95,0,1,0,0,0,2021-07-03-SEA-DAL
23,Slack,DAL,27,17,16,1,0,2,0,1,173,97,270,22,95,2,1,0,0,0,2021-07-03-SEA-DAL
24,Rogers,DAL,77,15,2,13,0,1,0,1,70,47,117,4,100,0,0,0,0,0,2021-07-03-SEA-DAL
25,Miller,DAL,1,18,6,12,0,1,0,1,57,17,74,7,100,0,0,0,0,0,2021-07-03-SEA-DAL
26,Coffin,DAL,8,17,16,1,3,0,0,1,175,276,451,40,95,1,2,0,0,0,2021-07-03-SEA-DAL
27,Zhou,SEA,82,12,4,8,0,0,0,0,-13,13,0,2,100,0,0,0,0,0,2021-07-03-SEA-DAL
28,Worthington,SEA,90,19,17,2,2,1,1,0,131,153,284,11,78,2,3,0,0,1,2021-07-03-SEA-DAL
29,Ramirez,SEA,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-07-03-SEA-DAL
30,Mahan,SEA,51,16,1,15,0,0,0,0,41,29,70,2,100,1,0,0,0,0,2021-07-03-SEA-DAL
31,"Reinhardt, T",DAL,34,14,1,13,0,0,0,0,19,-10,9,2,100,0,0,0,0,0,2021-07-03-SEA-DAL
32,Smith,SEA,97,12,0,12,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,2021-07-03-SEA-DAL
33,Roach,SEA,34,13,8,5,0,0,0,-1,32,16,48,4,100,0,0,0,0,1,2021-07-03-SEA-DAL
34,Lin,SEA,33,13,1,12,0,0,0,-1,3,19,22,3,75,0,1,0,0,0,2021-07-03-SEA-DAL
35,Eckert,SEA,86,24,23,1,1,1,0,-1,200,93,293,38,92,6,3,0,0,0,2021-07-03-SEA-DAL
36,Casio,SEA,5,21,20,1,1,0,0,-1,9,145,154,21,91,0,2,0,0,0,2021-07-03-SEA-DAL
37,Brown,SEA,88,23,21,2,0,0,0,-1,149,88,237,12,92,2,1,0,0,0,2021-07-03-SEA-DAL
38,Matthis,DAL,16,16,15,1,0,0,0,-1,152,27,179,9,90,0,1,0,0,0,2021-07-03-SEA-DAL
39,Hustad,DAL,15,15,1,14,1,0,0,-1,54,28,82,7,77,0,2,0,0,0,2021-07-03-SEA-DAL
0,Jacobs,IND,7,27,26,1,6,4,0,10,336,444,780,30,100,1,0,0,0,0,2021-07-03-MAD-IND
1,Pettit-Scantling,MAD,80,29,4,25,0,3,4,7,79,111,190,14,100,2,0,0,0,0,2021-07-03-MAD-IND
2,Paust,MAD,22,21,18,3,4,4,0,7,310,277,587,25,100,2,0,0,0,1,2021-07-03-MAD-IND
3,Kelly,MAD,77,19,17,2,1,5,0,6,187,9,196,6,100,0,0,0,0,0,2021-07-03-MAD-IND
4,Brock,IND,3,31,27,4,3,5,0,6,407,275,682,47,95,5,2,0,0,0,2021-07-03-MAD-IND
5,Nester,MAD,11,20,18,2,5,1,1,5,213,141,354,17,89,1,2,0,0,0,2021-07-03-MAD-IND
6,Pruess,MAD,14,24,21,3,4,0,0,4,-33,491,458,52,100,3,0,0,0,0,2021-07-03-MAD-IND
7,Dynes,IND,45,26,17,9,0,5,0,4,337,17,354,18,100,2,0,0,0,1,2021-07-03-MAD-IND
8,Wilson,MAD,9,18,2,16,3,0,1,3,80,84,164,13,92,0,1,0,0,0,2021-07-03-MAD-IND
9,Wilen,MAD,16,23,17,6,1,2,0,3,298,72,370,20,100,1,0,0,0,0,2021-07-03-MAD-IND
10,McCosky,MAD,23,21,3,18,1,1,1,3,48,32,80,1,100,0,0,0,0,0,2021-07-03-MAD-IND
11,Luo,MAD,10,24,21,3,2,2,0,3,201,418,619,50,100,8,0,0,0,1,2021-07-03-MAD-IND
12,Coniaris,IND,8,26,25,1,1,3,1,3,318,50,368,31,93,1,2,0,0,0,2021-07-03-MAD-IND
13,Ranabhat,MAD,19,17,3,14,1,0,1,2,35,15,50,3,100,0,0,0,0,0,2021-07-03-MAD-IND
14,Power,MAD,71,19,16,3,0,3,0,2,134,93,227,20,95,1,1,0,0,0,2021-07-03-MAD-IND
15,Marks,MAD,74,23,0,23,0,2,0,2,33,32,65,3,100,0,0,0,0,0,2021-07-03-MAD-IND
16,Goldenberg,MAD,4,16,3,13,1,1,0,2,33,85,118,5,100,0,0,0,0,0,2021-07-03-MAD-IND
17,Payne,IND,23,20,19,1,2,0,1,2,-144,422,278,59,98,2,1,0,0,0,2021-07-03-MAD-IND
18,Hutton,IND,20,20,3,17,1,0,1,2,-9,24,15,1,100,0,0,0,0,0,2021-07-03-MAD-IND
19,Henderson,IND,14,19,7,12,2,0,0,2,75,105,180,15,100,1,0,0,0,0,2021-07-03-MAD-IND
20,Carpenter,IND,37,29,28,1,4,0,0,2,191,462,653,84,97,5,2,0,0,0,2021-07-03-MAD-IND
21,Ames,IND,78,7,3,4,1,0,1,2,8,53,61,6,100,1,0,0,0,0,2021-07-03-MAD-IND
22,Sykora,MAD,24,17,1,16,1,0,0,1,22,45,67,6,100,0,0,0,0,0,2021-07-03-MAD-IND
23,Schewe,MAD,66,15,3,12,1,0,0,1,39,40,79,3,100,1,0,0,0,0,2021-07-03-MAD-IND
24,Marty,MAD,42,19,0,19,0,1,0,1,114,-6,108,5,100,0,0,0,0,0,2021-07-03-MAD-IND
25,"Johnson, Avery",MAD,21,19,17,2,1,1,0,1,227,35,262,16,94,2,1,0,0,0,2021-07-03-MAD-IND
26,Zetsch,IND,29,20,3,17,1,0,0,1,72,7,79,1,100,0,0,0,0,0,2021-07-03-MAD-IND
27,Venegas,IND,99,18,2,16,0,1,0,1,5,0,5,0,0,0,0,0,0,0,2021-07-03-MAD-IND
28,Hamilton,IND,69,12,1,11,0,0,1,1,0,5,5,1,100,0,0,0,0,0,2021-07-03-MAD-IND
29,Curran,IND,18,24,2,22,0,1,0,1,7,0,7,0,0,0,0,0,0,0,2021-07-03-MAD-IND
30,Wham,MAD,31,16,2,14,0,0,0,0,4,18,22,1,100,1,0,0,0,0,2021-07-03-MAD-IND
31,McDonald,MAD,5,10,0,10,0,0,0,0,-1,31,30,3,100,0,0,0,0,0,2021-07-03-MAD-IND
32,Rae,IND,24,18,2,16,0,0,1,0,5,64,69,2,66,2,1,0,0,0,2021-07-03-MAD-IND
33,Phillips,IND,25,10,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-07-03-MAD-IND
34,Khoe,IND,77,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-07-03-MAD-IND
35,Gross,IND,2,28,24,4,1,3,0,0,299,74,373,26,89,1,3,0,0,1,2021-07-03-MAD-IND
36,Ginet,IND,51,8,1,7,0,0,0,0,3,5,8,1,100,0,0,0,0,0,2021-07-03-MAD-IND
37,Finke,IND,12,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-07-03-MAD-IND
38,Romard,IND,15,24,23,1,0,0,0,-2,142,47,189,16,88,1,2,0,0,0,2021-07-03-MAD-IND
39,Garlock,MAD,32,17,2,15,0,0,0,-3,71,69,140,7,70,3,3,0,0,0,2021-07-03-MAD-IND
0,Weaver,RAL,4,21,3,18,4,2,1,7,126,98,224,18,100,2,0,0,0,0,2021-07-03-RAL-TB
1,Davis,RAL,27,21,3,18,0,3,4,6,108,76,184,5,83,1,1,0,0,0,2021-07-03-RAL-TB
2,Long,RAL,11,20,3,17,4,1,1,5,104,174,278,27,96,5,1,0,0,0,2021-07-03-RAL-TB
3,Juengst,RAL,16,17,17,0,4,1,0,5,156,112,268,12,100,1,0,0,0,0,2021-07-03-RAL-TB
4,Gouchoe-Hanas,RAL,80,18,17,1,3,2,0,5,34,193,227,31,100,0,0,0,0,0,2021-07-03-RAL-TB
5,Fisher,RAL,10,19,16,3,2,4,1,5,362,119,481,10,83,3,2,0,0,0,2021-07-03-RAL-TB
6,Mouw,RAL,9,14,0,14,2,0,1,3,32,32,64,3,100,0,0,0,0,0,2021-07-03-RAL-TB
7,McKelvey,RAL,30,19,3,16,0,3,0,3,105,22,127,5,100,1,0,0,0,0,2021-07-03-RAL-TB
8,Mcknight,RAL,50,18,17,1,1,2,0,3,200,210,410,20,100,2,0,0,0,0,2021-07-03-RAL-TB
9,Fairfax,RAL,20,19,17,2,1,3,0,3,104,192,296,9,100,3,0,0,0,1,2021-07-03-RAL-TB
10,Daftari,RAL,52,15,0,15,0,2,1,3,28,-6,22,1,100,1,0,0,0,0,2021-07-03-RAL-TB
11,O'Bryan,TB,2,30,26,4,2,4,0,3,345,153,498,32,94,1,2,0,0,1,2021-07-03-RAL-TB
12,Laviolette,RAL,26,19,17,2,3,0,0,2,192,100,292,22,95,1,1,0,0,0,2021-07-03-RAL-TB
13,Yanuck,RAL,2,21,17,4,1,1,0,2,55,282,337,35,100,3,0,0,0,0,2021-07-03-RAL-TB
14,Sisco,RAL,13,15,0,15,2,0,0,2,89,61,150,7,100,0,0,0,0,0,2021-07-03-RAL-TB
15,Rovner,RAL,43,24,3,21,0,2,1,2,89,53,142,6,85,1,1,0,0,0,2021-07-03-RAL-TB
16,Richardson,RAL,84,20,3,17,0,0,2,2,8,7,15,1,100,0,0,0,0,0,2021-07-03-RAL-TB
17,Clary,TB,10,13,1,12,0,1,1,2,18,-6,12,1,100,0,0,0,0,0,2021-07-03-RAL-TB
18,Arbutine,TB,97,21,14,7,0,2,1,2,78,39,117,5,83,0,1,0,0,0,2021-07-03-RAL-TB
19,Madiraju,RAL,18,20,3,17,1,1,1,1,63,35,98,6,85,1,1,0,0,1,2021-07-03-RAL-TB
20,Bolthouse,RAL,19,12,0,12,0,2,0,1,106,1,107,9,100,1,0,0,0,1,2021-07-03-RAL-TB
21,Delgado,TB,33,11,1,10,0,0,1,1,5,0,5,0,0,0,0,0,0,0,2021-07-03-RAL-TB
22,Vinson,TB,13,18,13,5,0,0,1,1,23,17,40,6,100,0,0,0,0,0,2021-07-03-RAL-TB
23,Poulos,TB,80,16,9,7,3,1,0,1,57,197,254,17,85,1,3,0,0,0,2021-07-03-RAL-TB
24,Plunkett,TB,96,27,23,4,0,1,2,1,157,111,268,15,88,1,2,0,0,0,2021-07-03-RAL-TB
25,Lopez,TB,94,22,20,2,0,2,0,1,151,88,239,22,95,4,1,0,0,0,2021-07-03-RAL-TB
26,Hebert,TB,54,22,20,2,0,1,1,1,50,151,201,22,95,2,1,0,0,0,2021-07-03-RAL-TB
27,Diehl ,TB,5,15,8,7,0,0,1,1,53,-17,36,6,100,1,0,0,0,0,2021-07-03-RAL-TB
28,Coates,TB,85,13,6,7,0,2,0,1,84,3,87,2,100,0,0,0,0,1,2021-07-03-RAL-TB
29,LaBerteaux,RAL,22,14,0,14,1,0,0,0,14,96,110,8,88,0,1,0,0,0,2021-07-03-RAL-TB
30,Posey,TB,94,13,2,11,0,0,0,0,11,10,21,2,100,0,0,0,0,0,2021-07-03-RAL-TB
31,Cox,TB,7,10,0,10,0,0,0,0,-6,34,28,2,100,0,0,0,0,0,2021-07-03-RAL-TB
32,Witte,TB,94,11,6,5,0,0,0,0,27,41,68,5,100,1,0,0,0,0,2021-07-03-RAL-TB
33,Travaglini,TB,15,14,4,10,0,0,0,0,-5,85,80,10,100,1,0,0,0,0,2021-07-03-RAL-TB
34,Hodge,TB,35,14,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-07-03-RAL-TB
35,Chard,TB,75,17,9,8,1,0,0,0,142,70,212,13,92,0,1,0,0,0,2021-07-03-RAL-TB
36,Barrett,TB,6,18,16,2,1,0,0,0,106,2,108,6,100,2,0,0,0,1,2021-07-03-RAL-TB
37,"Allen, K",RAL,14,16,0,16,0,0,1,-1,-49,72,23,10,83,2,2,0,0,0,2021-07-03-RAL-TB
38,Hedges,TB,98,26,17,9,2,1,0,-1,123,199,322,34,91,0,3,0,0,1,2021-07-03-RAL-TB
39,Ley,TB,9,30,27,3,6,0,0,-4,174,417,591,59,85,1,10,0,0,0,2021-07-03-RAL-TB
0,Towle,PIT,48,21,19,2,4,3,0,6,240,169,409,19,95,1,1,0,0,0,2021-07-03-PHI-PIT
1,Sheppard,PIT,1,24,20,4,2,4,0,6,228,55,283,14,100,2,0,0,0,0,2021-07-03-PHI-PIT
2,Martin,PHI,4,22,17,5,2,3,0,5,152,70,222,12,100,2,0,0,0,0,2021-07-03-PHI-PIT
3,Hanna,PHI,39,17,17,0,1,4,0,5,360,-13,347,14,100,2,0,0,0,0,2021-07-03-PHI-PIT
4,Witmer,PHI,50,23,6,17,3,1,0,4,103,177,280,10,100,2,0,0,0,0,2021-07-03-PHI-PIT
5,Masino,PHI,26,21,4,17,1,0,3,4,44,27,71,6,100,1,0,0,0,0,2021-07-03-PHI-PIT
6,Reppermund,PIT,6,20,6,14,2,1,1,4,193,106,299,7,100,2,0,0,0,0,2021-07-03-PHI-PIT
7,Mogielski,PIT,32,13,1,12,0,2,2,4,42,0,42,0,0,0,0,0,0,0,2021-07-03-PHI-PIT
8,VanDusen,PIT,95,30,6,24,4,1,1,4,187,330,517,21,91,1,2,0,0,0,2021-07-03-PHI-PIT
9,Little,PHI,25,17,3,14,0,2,1,3,91,3,94,1,100,1,0,0,0,0,2021-07-03-PHI-PIT
10,Heyman,PHI,44,20,11,9,2,1,1,3,88,66,154,10,90,0,1,0,0,0,2021-07-03-PHI-PIT
11,Edmonds,PIT,8,23,20,3,3,2,0,3,238,286,524,44,100,3,0,0,0,2,2021-07-03-PHI-PIT
12,Cooper,PIT,29,15,2,13,0,1,2,3,26,-10,16,2,100,0,0,0,0,0,2021-07-03-PHI-PIT
13,Watt,PIT,22,16,4,12,1,1,2,3,69,79,148,3,75,0,1,0,0,0,2021-07-03-PHI-PIT
14,Thorne,PHI,21,22,20,2,3,1,0,2,106,267,373,35,94,0,2,0,0,0,2021-07-03-PHI-PIT
15,Owens,PHI,88,22,8,14,1,1,0,2,65,155,220,13,100,2,0,0,0,0,2021-07-03-PHI-PIT
16,Arcata,PHI,22,21,15,6,4,1,0,2,199,180,379,26,92,1,2,0,0,1,2021-07-03-PHI-PIT
17,McMullen,PIT,9,16,5,11,1,1,0,2,38,94,132,10,100,2,0,0,0,0,2021-07-03-PHI-PIT
18,McSherry,PIT,,12,0,12,1,1,0,2,70,5,75,7,100,1,0,0,0,0,2021-07-03-PHI-PIT
19,Zaccardi,PIT,20,20,18,2,0,2,0,2,99,58,157,17,100,0,0,0,0,0,2021-07-03-PHI-PIT
20,Pastor,PHI,1,14,6,8,0,1,0,1,104,30,134,4,100,0,0,0,0,0,2021-07-03-PHI-PIT
21,Esser,PHI,10,14,4,10,0,1,0,1,18,65,83,7,100,1,0,0,0,0,2021-07-03-PHI-PIT
22,Ellis,PHI,93,10,4,6,0,1,0,1,26,-7,19,5,100,0,0,0,0,0,2021-07-03-PHI-PIT
23,DiGiorgio,PHI,45,15,5,10,1,0,0,1,25,32,57,3,100,0,0,0,0,0,2021-07-03-PHI-PIT
24,Mast,PIT,2,21,19,2,2,0,0,1,-24,322,298,40,97,4,1,0,0,0,2021-07-03-PHI-PIT
25,Yarter,PIT,46,15,2,13,1,1,0,1,42,25,67,6,100,0,0,0,0,1,2021-07-03-PHI-PIT
26,Gruntz,PIT,37,12,0,12,0,1,0,1,11,-6,5,1,100,0,0,0,0,0,2021-07-03-PHI-PIT
27,Colicchio,PIT,16,24,20,4,2,1,0,1,243,184,427,23,92,2,2,0,0,0,2021-07-03-PHI-PIT
28,Nardelli,PHI,99,14,11,3,0,2,0,0,126,43,169,13,92,1,1,0,0,1,2021-07-03-PHI-PIT
29,Mott,PHI,81,22,19,3,2,1,0,0,152,149,301,23,92,0,2,0,0,1,2021-07-03-PHI-PIT
30,Michel,PHI,23,15,2,13,0,0,0,0,-3,2,-1,3,100,1,0,0,0,0,2021-07-03-PHI-PIT
31,Dietrich,PHI,35,17,1,16,0,0,0,0,5,8,13,2,100,0,0,0,0,0,2021-07-03-PHI-PIT
32,Ballman,PHI,47,12,1,11,0,0,0,0,20,11,31,1,100,0,0,0,0,0,2021-07-03-PHI-PIT
33,Gabrielson,PIT,,12,0,12,0,0,0,0,14,19,33,8,100,3,0,0,0,0,2021-07-03-PHI-PIT
34,Newell,PIT,26,20,18,2,0,1,0,0,73,50,123,10,90,2,1,0,0,0,2021-07-03-PHI-PIT
35,Davis,PIT,3,17,4,13,0,0,0,0,12,11,23,2,100,0,0,0,0,0,2021-07-03-PHI-PIT
36,"Graber, C",PIT,23,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-07-03-PHI-PIT
37,Mcnamara,PIT,41,15,4,11,0,0,0,0,0,23,23,5,100,0,0,0,0,0,2021-07-03-PHI-PIT
38,Damiano,PHI,0,21,20,1,0,0,0,-2,30,425,455,50,96,5,2,0,0,0,2021-07-03-PHI-PIT
39,Charles,PHI,16,18,17,1,0,0,0,-2,153,175,328,25,92,1,2,0,0,0,2021-07-03-PHI-PIT
0,Kelly,MAD,77,15,14,1,1,4,1,6,182,15,197,15,100,1,0,0,0,0,2021-07-02-MAD-CHI
1,Barker,CHI,25,15,13,2,3,2,0,5,139,86,225,22,100,0,0,0,0,0,2021-07-02-MAD-CHI
2,Paust,MAD,22,17,16,1,7,2,0,4,261,351,612,33,86,3,5,0,0,0,2021-07-02-MAD-CHI
3,Janas,CHI,55,17,14,3,4,1,0,4,244,440,684,51,100,0,0,0,0,1,2021-07-02-MAD-CHI
4,Swanson,CHI,15,20,2,18,0,2,2,4,81,0,81,2,100,0,0,0,0,0,2021-07-02-MAD-CHI
5,Luo,MAD,10,17,16,1,3,0,1,3,157,324,481,62,98,3,1,0,0,0,2021-07-02-MAD-CHI
6,Shriwise,CHI,4,15,13,2,2,1,0,3,67,113,180,24,100,2,0,0,0,0,2021-07-02-MAD-CHI
7,Schoch,CHI,31,15,2,13,2,1,0,3,-56,144,88,36,100,0,0,0,0,0,2021-07-02-MAD-CHI
8,Pardo,CHI,24,13,11,2,1,3,0,3,104,51,155,13,92,1,1,0,0,0,2021-07-02-MAD-CHI
9,North,CHI,13,17,14,3,0,4,0,3,132,71,203,25,96,4,1,0,0,0,2021-07-02-MAD-CHI
10,Graffy,CHI,26,16,3,13,1,0,2,3,55,125,180,25,100,2,0,0,0,0,2021-07-02-MAD-CHI
11,Gibson,CHI,1,17,3,14,2,0,1,3,-45,28,-17,25,100,0,0,0,0,0,2021-07-02-MAD-CHI
12,Knoche,MAD,18,19,16,3,0,2,0,2,162,3,165,7,100,1,0,0,0,0,2021-07-02-MAD-CHI
13,Pettit-Scantling,MAD,80,19,6,13,0,1,1,2,56,9,65,3,100,0,0,0,0,0,2021-07-02-MAD-CHI
14,McCosky,MAD,23,16,5,11,1,0,1,2,56,13,69,4,100,1,0,0,0,0,2021-07-02-MAD-CHI
15,Garlock,MAD,32,13,4,9,1,1,1,2,37,69,106,13,92,0,1,0,0,0,2021-07-02-MAD-CHI
