,Name,Team,#,PP,OPP,DPP,AST,GLS,BLK,+/-,Rcv Yds,Thr Yds,Yds,Cmp,Cmp%,HA,T,S,C,D,game_info
29,Cox,TB,7,17,15,2,1,1,0,0,103,103,206,23,92,2,2,0,0,0,2021-08-29-DC-TB
30,Bennett,TB,1,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-08-29-DC-TB
31,McKisic,TB,28,12,4,8,0,0,0,0,22,-7,15,1,100,0,0,0,0,0,2021-08-29-DC-TB
32,Perales,TB,,16,11,5,2,0,1,0,-4,147,143,19,86,0,3,0,0,0,2021-08-29-DC-TB
33,O'Bryan,TB,2,23,15,8,1,1,1,0,92,147,239,21,91,0,2,0,0,1,2021-08-29-DC-TB
34,Partlow,TB,94,11,3,8,0,0,0,-1,53,-1,52,2,66,0,1,0,0,0,2021-08-29-DC-TB
35,Yañez,TB,70,17,16,1,4,0,0,-1,110,325,435,44,91,1,3,1,0,1,2021-08-29-DC-TB
36,Witte,TB,94,20,14,6,0,0,0,-2,56,99,155,16,88,2,2,0,0,0,2021-08-29-DC-TB
37,Ordonez,TB,54,16,15,1,0,0,0,-2,184,45,229,9,81,3,2,0,0,0,2021-08-29-DC-TB
38,Bloodgood,DC,30,21,2,19,0,0,1,-3,34,60,94,13,76,1,4,0,0,0,2021-08-29-DC-TB
39,Travaglini,TB,15,21,13,8,1,0,0,-6,4,117,121,17,70,0,7,0,0,0,2021-08-29-DC-TB
0,Stewart,BOS,23,22,20,2,6,2,1,9,189,315,504,36,100,1,0,0,0,0,2021-08-29-NY-BOS
1,Jagt,NY,4,24,19,5,2,3,2,5,300,60,360,20,95,4,1,0,0,1,2021-08-29-NY-BOS
2,Stevens,NY,17,17,16,1,1,4,0,4,170,61,231,12,92,1,1,0,0,0,2021-08-29-NY-BOS
3,Osgar,NY,2,21,19,2,5,2,0,4,358,353,711,30,90,2,3,0,0,0,2021-08-29-NY-BOS
4,Chartock,NY,3,20,18,2,2,2,2,4,183,452,635,61,96,5,2,0,0,0,2021-08-29-NY-BOS
5,Wariner,BOS,14,16,1,15,0,1,3,4,36,-17,19,6,100,0,0,0,0,0,2021-08-29-NY-BOS
6,Tetreault,BOS,42,16,6,10,1,2,1,4,95,23,118,5,100,0,0,0,0,0,2021-08-29-NY-BOS
7,"Drost, M",NY,16,16,2,14,0,1,2,3,58,1,59,2,100,0,0,0,0,0,2021-08-29-NY-BOS
8,Lithio,NY,54,21,19,2,1,3,0,3,231,46,277,15,93,2,1,0,0,0,2021-08-29-NY-BOS
9,Babbitt,NY,87,19,4,15,0,1,2,3,96,38,134,8,100,0,0,0,0,0,2021-08-29-NY-BOS
10,Johnson,BOS,15,25,20,5,4,2,0,3,304,319,623,34,91,3,3,0,0,0,2021-08-29-NY-BOS
11,Brownlee,NY,82,19,2,17,1,0,2,2,24,36,60,3,75,0,1,0,0,0,2021-08-29-NY-BOS
12,Williams,NY,11,23,18,5,2,1,1,2,180,335,515,41,97,1,1,0,0,1,2021-08-29-NY-BOS
13,Sadok,BOS,3,22,20,2,2,1,0,2,230,255,485,39,97,2,1,0,0,0,2021-08-29-NY-BOS
14,Patel,BOS,18,19,17,2,0,3,0,2,158,33,191,12,92,2,1,0,0,0,2021-08-29-NY-BOS
15,"Fortin, E",BOS,28,10,1,9,0,1,1,2,9,65,74,4,100,1,0,0,0,0,2021-08-29-NY-BOS
16,Donadio,BOS,24,11,0,11,2,0,1,2,143,-2,141,4,80,0,1,0,0,0,2021-08-29-NY-BOS
17,Bartoli,BOS,80,14,1,13,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2021-08-29-NY-BOS
18,LaBar,NY,20,6,0,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2021-08-29-NY-BOS
19,Weaver,NY,48,18,17,1,3,0,0,1,83,245,328,30,93,0,2,0,0,0,2021-08-29-NY-BOS
20,Rueschemeyer-Bailey,NY,9,15,4,11,0,1,0,1,9,46,55,11,100,2,0,0,0,0,2021-08-29-NY-BOS
21,Cable,BOS,27,25,19,6,0,2,1,1,192,201,393,12,85,4,2,0,0,0,2021-08-29-NY-BOS
22,LeMar,NY,12,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-08-29-NY-BOS
23,Kline,NY,10,8,2,6,0,0,0,0,24,21,45,3,100,0,0,0,0,0,2021-08-29-NY-BOS
24,Alorro,NY,30,12,2,10,0,0,0,0,13,27,40,8,100,1,0,0,0,0,2021-08-29-NY-BOS
25,Olcese,NY,22,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-08-29-NY-BOS
26,M'Bae Vogel,NY,32,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-08-29-NY-BOS
27,"Feder, S",NY,31,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-08-29-NY-BOS
28,Thompson,BOS,47,22,19,3,0,2,0,0,176,61,237,14,87,1,2,0,0,0,2021-08-29-NY-BOS
29,Moore,BOS,6,9,2,7,1,0,0,0,24,65,89,4,80,1,1,0,0,0,2021-08-29-NY-BOS
30,L'Heureux,BOS,89,7,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-08-29-NY-BOS
31,Kurman-Faber,BOS,17,9,2,7,0,0,1,0,15,11,26,1,50,0,1,0,0,0,2021-08-29-NY-BOS
32,Haflin,BOS,34,11,0,11,0,0,0,0,14,6,20,1,100,0,0,0,0,0,2021-08-29-NY-BOS
33,Bullock,BOS,16,11,1,10,0,0,0,0,29,11,40,2,100,0,0,0,0,0,2021-08-29-NY-BOS
34,Babcock,BOS,19,22,20,2,1,1,0,0,84,235,319,35,97,2,1,0,0,1,2021-08-29-NY-BOS
35,Katz,NY,28,19,5,14,1,0,0,-1,59,125,184,17,89,0,2,0,0,0,2021-08-29-NY-BOS
36,"Drost, R",NY,80,17,2,15,0,0,0,-1,60,2,62,3,75,0,1,0,0,0,2021-08-29-NY-BOS
37,Yudkovich,BOS,25,11,1,10,0,0,0,-1,-8,39,31,5,83,0,1,0,0,0,2021-08-29-NY-BOS
38,Rick,BOS,7,11,1,10,0,0,1,-1,8,11,19,6,75,0,2,0,0,0,2021-08-29-NY-BOS
39,McCann,BOS,13,15,1,14,0,0,0,-2,-9,57,48,5,71,0,2,0,0,0,2021-08-29-NY-BOS
0,Helton,SD,00,22,18,4,5,4,1,10,283,252,535,25,100,4,0,0,0,0,2021-08-28-DAL-SD
1,Olson,DAL,22,19,15,4,2,2,2,6,34,79,113,20,100,1,0,0,0,0,2021-08-28-DAL-SD
2,Givol,SD,0,21,17,4,1,4,0,5,162,57,219,13,100,3,0,0,0,0,2021-08-28-DAL-SD
3,Richardson,DAL,19,21,21,0,3,2,0,4,280,240,520,30,96,4,1,0,0,0,2021-08-28-DAL-SD
4,Maurer,DAL,2,20,20,0,2,2,0,4,266,114,380,23,100,1,0,0,0,0,2021-08-28-DAL-SD
5,Nethercutt,SD,,22,18,4,3,1,0,4,72,387,459,37,100,1,0,0,0,0,2021-08-28-DAL-SD
6,Dunn,SD,80,25,19,6,2,3,1,4,355,155,510,29,93,4,2,0,0,0,2021-08-28-DAL-SD
7,Coffin,DAL,8,25,16,9,3,1,0,3,98,190,288,12,92,1,1,0,0,0,2021-08-28-DAL-SD
8,Queckboerner ,SD,33,13,0,13,0,2,1,3,68,20,88,5,100,0,0,0,0,0,2021-08-28-DAL-SD
9,Milardovich,SD,11,21,2,19,1,0,2,3,24,95,119,8,100,1,0,0,0,0,2021-08-28-DAL-SD
10,Hume,SD,9,16,0,16,0,1,2,3,30,11,41,2,100,0,0,0,0,0,2021-08-28-DAL-SD
11,"Cohen, J",SD,84,16,13,3,1,2,0,3,81,15,96,5,100,0,0,0,0,0,2021-08-28-DAL-SD
12,Wuensch,DAL,12,12,3,9,0,1,1,2,30,15,45,2,100,1,0,0,0,0,2021-08-28-DAL-SD
13,Smith,DAL,13,21,10,11,3,0,0,2,14,175,189,21,95,0,1,0,0,0,2021-08-28-DAL-SD
14,Lewis,DAL,7,21,8,13,0,2,0,2,102,0,102,0,0,0,0,0,0,0,2021-08-28-DAL-SD
15,Rubin,SD,18,13,6,7,1,1,0,2,57,1,58,3,100,1,0,0,0,0,2021-08-28-DAL-SD
16,Lally,SD,27,21,16,5,1,2,0,2,155,106,261,23,95,3,1,0,0,0,2021-08-28-DAL-SD
17,El-Salaam,SD,99,19,0,19,2,0,1,2,40,107,147,9,100,1,0,0,0,1,2021-08-28-DAL-SD
18,Corbett,SD,7,10,3,7,0,1,1,2,160,39,199,8,100,1,0,0,0,0,2021-08-28-DAL-SD
19,Miaw,DAL,21,11,2,9,0,1,0,1,13,4,17,1,100,0,0,0,0,0,2021-08-28-DAL-SD
20,Marbach,DAL,63,15,3,12,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2021-08-28-DAL-SD
21,Jackson,DAL,3,20,20,0,2,1,0,1,19,263,282,38,95,3,2,0,0,0,2021-08-28-DAL-SD
22,Schakner,SD,94,14,0,14,1,0,0,1,7,9,16,1,100,0,0,0,0,0,2021-08-28-DAL-SD
23,Radlauer,SD,4,14,0,14,0,0,1,1,21,18,39,2,100,1,0,0,0,0,2021-08-28-DAL-SD
24,Matthis,DAL,16,14,8,6,0,1,0,0,61,-5,56,6,85,0,1,0,0,0,2021-08-28-DAL-SD
25,Taylor,DAL,73,13,4,9,0,0,0,0,48,45,93,5,100,0,0,0,0,0,2021-08-28-DAL-SD
26,Miller,DAL,1,15,4,11,0,1,0,0,56,-3,53,2,66,0,1,0,0,0,2021-08-28-DAL-SD
27,Mazur,DAL,39,18,18,0,0,2,0,0,134,203,337,33,94,1,2,0,0,0,2021-08-28-DAL-SD
28,Marshall,DAL,31,17,6,11,0,0,1,0,35,-8,27,2,66,0,1,0,0,0,2021-08-28-DAL-SD
29,"Larberg, C",DAL,17,11,2,9,0,0,0,0,47,11,58,3,100,1,0,0,0,0,2021-08-28-DAL-SD
30,Henke,DAL,24,20,20,0,1,2,0,0,231,91,322,17,89,2,2,0,0,1,2021-08-28-DAL-SD
31,Chambers,DAL,26,12,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-08-28-DAL-SD
32,Armour,DAL,50,20,6,14,0,0,0,0,26,55,81,7,100,1,0,0,0,0,2021-08-28-DAL-SD
33,Tran,SD,21,15,2,13,0,0,1,0,7,32,39,7,87,0,1,0,0,0,2021-08-28-DAL-SD
34,Turner,SD,14,17,1,16,1,0,0,0,24,51,75,12,92,0,1,0,0,0,2021-08-28-DAL-SD
35,Silverman,SD,19,12,0,12,0,0,0,0,3,-4,-1,1,100,0,0,0,0,0,2021-08-28-DAL-SD
36,Pettyjohn,SD,5,16,8,8,0,1,0,0,47,-5,42,2,66,0,1,0,0,0,2021-08-28-DAL-SD
37,Okita,SD,44,19,16,3,3,0,0,0,4,208,212,32,91,1,3,0,0,0,2021-08-28-DAL-SD
38,Leggio,SD,13,17,2,15,0,0,0,0,-15,32,17,11,100,0,0,0,0,0,2021-08-28-DAL-SD
39,Hernandez,DAL,23,15,10,5,2,0,0,-1,55,82,137,17,85,0,3,0,0,0,2021-08-28-DAL-SD
0,Turner,TOR,34,17,2,15,0,3,2,5,174,30,204,7,100,2,0,0,0,0,2021-08-28-OTT-TOR
1,"Mackenzie, M",TOR,7,22,9,13,3,3,0,5,272,43,315,14,93,3,1,0,0,0,2021-08-28-OTT-TOR
2,Hau,TOR,15,17,1,16,2,1,2,5,49,98,147,8,100,0,0,0,0,0,2021-08-28-OTT-TOR
3,Hill,OTT,95,23,18,5,3,3,1,4,242,173,415,19,90,2,2,0,0,1,2021-08-28-OTT-TOR
4,Bevan,OTT,77,23,21,2,3,2,1,4,269,455,724,34,94,2,2,0,0,0,2021-08-28-OTT-TOR
5,Harris,TOR,91,19,14,5,2,1,1,4,170,207,377,14,100,2,0,0,0,0,2021-08-28-OTT-TOR
6,Turner,OTT,29,18,8,10,0,2,2,3,107,105,212,17,94,2,1,0,0,0,2021-08-28-OTT-TOR
7,Cameron,OTT,86,12,4,8,0,3,1,3,65,46,111,6,85,0,1,0,0,0,2021-08-28-OTT-TOR
8,"Lewis, W",TOR,88,13,11,2,2,0,1,3,74,144,218,9,100,2,0,0,0,0,2021-08-28-OTT-TOR
9,Edwards,TOR,11,12,10,2,1,4,0,3,330,12,342,9,81,0,2,0,0,0,2021-08-28-OTT-TOR
10,"Wallace, I",OTT,14,16,15,1,1,1,1,2,105,-7,98,3,100,0,0,0,0,1,2021-08-28-OTT-TOR
11,Munoz,OTT,6,10,4,6,2,0,0,2,42,119,161,8,100,0,0,0,0,0,2021-08-28-OTT-TOR
12,Mensah,TOR,2,9,1,8,0,1,1,2,29,12,41,1,100,0,0,0,0,0,2021-08-28-OTT-TOR
13,"Mackenzie, I",TOR,13,19,3,16,1,0,3,2,109,179,288,18,90,1,2,0,0,0,2021-08-28-OTT-TOR
14,Kishi,TOR,30,9,0,9,0,0,2,2,-9,4,-5,3,100,0,0,0,0,0,2021-08-28-OTT-TOR
15,Jay,TOR,4,15,1,14,1,1,1,2,60,61,121,10,90,1,1,0,0,0,2021-08-28-OTT-TOR
16,Huynh,TOR,83,17,3,14,2,1,0,2,57,149,206,14,93,1,1,0,0,0,2021-08-28-OTT-TOR
17,Carroll,TOR,3,15,14,1,3,2,0,2,111,146,257,15,88,0,1,1,0,1,2021-08-28-OTT-TOR
18,Stanton,OTT,81,12,2,10,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2021-08-28-OTT-TOR
19,McKnight,TOR,19,17,14,3,1,0,0,1,120,255,375,21,100,3,0,0,0,0,2021-08-28-OTT-TOR
20,Lam,TOR,6,11,2,9,1,1,0,1,33,34,67,5,83,0,1,0,0,0,2021-08-28-OTT-TOR
21,Kuo,TOR,26,9,0,9,0,1,0,1,115,28,143,4,100,0,0,0,0,0,2021-08-28-OTT-TOR
22,Hirst,TOR,27,16,14,2,1,3,0,1,196,162,358,31,91,3,3,0,0,0,2021-08-28-OTT-TOR
23,Comire,TOR,5,16,14,2,1,0,0,1,-74,164,90,27,100,0,0,0,0,0,2021-08-28-OTT-TOR
24,Robinson,OTT,25,9,1,8,0,0,0,0,10,-4,6,1,100,0,0,0,0,0,2021-08-28-OTT-TOR
25,Renaud,OTT,20,19,17,2,1,0,1,0,15,27,42,6,85,0,1,0,0,1,2021-08-28-OTT-TOR
26,Ouchterlony,OTT,43,19,17,2,2,0,0,0,117,65,182,6,85,1,1,0,0,1,2021-08-28-OTT-TOR
27,Hallett,OTT,31,13,2,11,0,0,0,0,2,12,14,1,100,0,0,0,0,0,2021-08-28-OTT-TOR
28,Cantal,OTT,88,11,1,10,0,0,0,0,-7,4,-3,2,100,0,0,0,0,0,2021-08-28-OTT-TOR
29,Campbell,OTT,56,11,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-08-28-OTT-TOR
30,Benvenuti,OTT,39,10,4,6,0,0,0,0,17,2,19,1,100,0,0,0,0,0,2021-08-28-OTT-TOR
31,Powell,TOR,21,16,2,14,1,0,1,0,94,-13,81,10,90,0,1,0,0,1,2021-08-28-OTT-TOR
32,O'Donnell,TOR,61,9,1,8,0,0,0,0,17,-5,12,4,100,0,0,0,0,0,2021-08-28-OTT-TOR
33,Toogood,OTT,32,16,15,1,0,0,1,-1,20,79,99,9,81,0,2,0,0,0,2021-08-28-OTT-TOR
34,Staples,OTT,23,10,1,9,0,0,0,-1,0,5,5,1,50,0,1,0,0,0,2021-08-28-OTT-TOR
35,Phang-Lynn,OTT,5,6,2,4,0,0,0,-1,6,0,6,1,50,1,1,0,0,0,2021-08-28-OTT-TOR
36,Adibe,OTT,12,13,2,11,0,0,0,-1,8,-7,1,2,100,0,0,0,0,1,2021-08-28-OTT-TOR
37,Arsenault,OTT,22,21,19,2,1,2,3,-2,261,22,283,10,66,1,4,1,0,3,2021-08-28-OTT-TOR
38,Masek-Kelly,TOR,17,19,3,16,0,0,2,-2,-50,168,118,19,82,2,4,0,0,0,2021-08-28-OTT-TOR
39,Ellis,OTT,30,25,23,2,0,0,1,-3,45,228,273,38,90,3,4,0,0,0,2021-08-28-OTT-TOR
0,Vogt,MIN,8,16,12,4,1,4,2,7,186,5,191,10,100,2,0,0,0,0,2021-08-22-MAD-MIN
1,Pettit-Scantling,MAD,80,20,9,11,2,4,2,6,142,54,196,9,90,2,1,0,0,1,2021-08-22-MAD-MIN
2,Meshnick,MAD,2,22,9,13,2,1,1,4,28,100,128,6,100,1,0,0,0,0,2021-08-22-MAD-MIN
3,Vohnoutka,MIN,3,15,5,10,2,3,0,4,134,91,225,8,100,0,0,0,0,1,2021-08-22-MAD-MIN
4,Linehan,MIN,0,15,6,9,4,2,0,4,199,190,389,13,86,0,2,0,0,0,2021-08-22-MAD-MIN
5,Matis,MIN,61,13,0,13,0,2,1,3,99,-6,93,1,100,0,0,0,0,0,2021-08-22-MAD-MIN
6,DeClerck,MIN,54,17,5,12,0,2,3,3,119,1,120,9,90,0,1,0,0,1,2021-08-22-MAD-MIN
7,Berry,MIN,24,15,1,14,1,0,2,3,32,9,41,4,100,1,0,0,0,0,2021-08-22-MAD-MIN
8,McCosky,MAD,23,17,3,14,1,0,1,2,67,18,85,4,100,0,0,0,0,0,2021-08-22-MAD-MIN
9,Weinberg,MIN,18,14,12,2,2,2,0,2,131,87,218,14,93,2,1,0,0,1,2021-08-22-MAD-MIN
10,Hearne,MIN,26,14,0,14,3,0,0,2,-3,61,58,8,88,0,1,0,0,0,2021-08-22-MAD-MIN
11,Bergmeier,MIN,2,16,4,12,1,1,0,2,98,45,143,13,100,1,0,0,0,0,2021-08-22-MAD-MIN
12,Wilson,MAD,9,16,8,8,1,0,0,1,72,143,215,23,100,0,0,0,0,0,2021-08-22-MAD-MIN
13,Wilen,MAD,16,14,12,2,2,0,1,1,129,129,258,14,93,1,1,0,0,1,2021-08-22-MAD-MIN
14,Schlaefer,MAD,41,7,0,7,1,0,1,1,37,51,88,4,100,0,0,0,0,1,2021-08-22-MAD-MIN
15,Schewe,MAD,66,17,7,10,0,1,0,1,64,39,103,5,100,1,0,0,0,0,2021-08-22-MAD-MIN
16,Ranabhat,MAD,19,16,8,8,0,1,1,1,87,12,99,3,75,0,1,0,0,0,2021-08-22-MAD-MIN
17,Pruess,MAD,14,16,13,3,1,1,1,1,45,206,251,35,94,0,2,0,0,0,2021-08-22-MAD-MIN
18,Kelly,MAD,77,13,11,2,2,1,0,1,139,103,242,18,90,1,2,0,0,0,2021-08-22-MAD-MIN
19,Taylor,MIN,11,9,2,7,0,1,0,1,19,13,32,1,100,0,0,0,0,0,2021-08-22-MAD-MIN
20,McCutcheon,MIN,20,14,2,12,0,0,1,1,45,7,52,4,100,0,0,0,0,0,2021-08-22-MAD-MIN
21,Matzuka,MIN,45,16,5,11,1,0,1,1,-15,150,135,38,97,5,1,0,0,0,2021-08-22-MAD-MIN
22,Kittlesen,MIN,34,11,0,11,0,0,1,1,24,32,56,5,100,0,0,0,0,0,2021-08-22-MAD-MIN
23,Jurek,MIN,13,17,11,6,1,0,0,1,146,80,226,16,100,0,0,0,0,0,2021-08-22-MAD-MIN
24,van Kan,MAD,3,13,12,1,1,0,0,0,75,38,113,6,85,0,1,0,0,0,2021-08-22-MAD-MIN
25,Tan,MAD,49,10,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-08-22-MAD-MIN
26,Marks,MAD,74,15,3,12,0,1,0,0,60,23,83,7,87,2,1,0,0,0,2021-08-22-MAD-MIN
27,Goldenberg,MAD,4,16,7,9,1,0,0,0,48,48,96,12,92,0,1,0,0,0,2021-08-22-MAD-MIN
28,Garlock,MAD,32,11,3,8,1,1,1,0,28,35,63,8,72,0,3,0,0,0,2021-08-22-MAD-MIN
29,Jordan,MIN,10,13,12,1,0,1,0,0,133,3,136,8,88,0,1,0,0,0,2021-08-22-MAD-MIN
30,Hidaka,MIN,23,14,4,10,0,0,2,0,-22,101,79,16,94,2,1,0,0,1,2021-08-22-MAD-MIN
31,Nester,MAD,11,12,11,1,0,0,0,-1,97,58,155,9,100,0,0,0,0,1,2021-08-22-MAD-MIN
32,Luo,MAD,10,17,15,2,0,2,1,-1,158,209,367,44,91,1,4,0,0,0,2021-08-22-MAD-MIN
33,Annen,MAD,7,15,7,8,0,0,0,-1,44,109,153,19,95,1,1,0,0,0,2021-08-22-MAD-MIN
34,Poletto,MIN,94,12,10,2,1,0,0,-1,-3,100,97,19,90,1,2,0,0,0,2021-08-22-MAD-MIN
35,Paust,MAD,22,15,13,2,0,1,0,-2,98,109,207,22,88,1,3,0,0,0,2021-08-22-MAD-MIN
36,"Johnson, Avery",MAD,21,12,10,2,0,1,0,-2,102,33,135,10,76,1,3,0,0,0,2021-08-22-MAD-MIN
37,Roy,MIN,32,17,9,8,1,1,0,-2,-37,186,149,31,88,3,3,1,0,0,2021-08-22-MAD-MIN
38,Klane,MIN,29,14,11,3,0,0,0,-2,36,186,222,31,93,1,2,0,0,0,2021-08-22-MAD-MIN
39,Brandt,MIN,1,10,10,0,1,0,0,-2,52,32,84,10,76,0,3,0,0,0,2021-08-22-MAD-MIN
0,Poitte-Sokolsky,MTL,28,26,24,2,3,7,1,11,461,133,594,14,100,2,0,0,0,0,2021-08-22-MTL-OTT
1,Arsenault,OTT,22,23,20,3,1,5,1,6,389,86,475,15,100,3,0,0,0,1,2021-08-22-MTL-OTT
2,Chaouch,MTL,9,28,25,3,3,2,2,5,185,99,284,5,83,0,1,0,0,1,2021-08-22-MTL-OTT
3,Renaud,OTT,20,22,19,3,3,1,1,5,250,90,340,15,100,2,0,0,0,0,2021-08-22-MTL-OTT
4,Ellis,OTT,30,24,22,2,3,2,0,5,164,332,496,35,100,3,0,0,0,0,2021-08-22-MTL-OTT
5,Tremblay-Joncas,MTL,42,25,5,20,0,3,1,4,155,-7,148,4,100,0,0,0,0,0,2021-08-22-MTL-OTT
6,Quinlan,MTL,81,27,25,2,5,0,0,4,153,447,600,29,96,4,1,0,0,0,2021-08-22-MTL-OTT
7,Heloir,MTL,35,17,4,13,2,1,0,3,37,164,201,13,100,2,0,0,0,0,2021-08-22-MTL-OTT
8,Arsenault,MTL,13,19,5,14,2,1,0,3,112,64,176,7,100,1,0,0,0,0,2021-08-22-MTL-OTT
9,Robinson,OTT,25,15,1,14,0,2,1,3,17,3,20,1,100,0,0,0,0,0,2021-08-22-MTL-OTT
10,Ouchterlony,OTT,43,16,13,3,3,1,0,3,55,114,169,9,100,1,0,0,0,1,2021-08-22-MTL-OTT
11,Lee,OTT,8,19,19,0,2,3,0,3,175,172,347,14,87,1,2,0,0,0,2021-08-22-MTL-OTT
12,Goderre,MTL,27,27,24,3,0,2,1,2,7,260,267,36,97,1,1,0,0,0,2021-08-22-MTL-OTT
13,Hallett,OTT,31,14,0,14,0,0,3,2,6,0,6,0,0,0,0,0,0,1,2021-08-22-MTL-OTT
14,Adibe,OTT,12,18,1,17,0,2,0,2,92,-6,86,1,100,0,0,0,0,0,2021-08-22-MTL-OTT
15,O'Brien,OTT,11,23,4,19,2,1,1,2,149,70,219,12,85,1,2,0,0,0,2021-08-22-MTL-OTT
16,Turner,OTT,29,25,3,22,1,0,1,2,42,30,72,11,100,1,0,0,0,0,2021-08-22-MTL-OTT
17,Ring,OTT,19,15,1,14,1,0,1,2,-4,11,7,8,100,1,0,0,0,0,2021-08-22-MTL-OTT
18,Toogood,OTT,32,20,10,10,2,1,0,2,23,105,128,14,100,0,0,0,0,1,2021-08-22-MTL-OTT
19,Hill,OTT,95,26,22,4,1,1,0,2,138,156,294,17,100,3,0,0,0,0,2021-08-22-MTL-OTT
20,Poloz,OTT,61,16,14,2,1,2,0,2,55,135,190,14,93,2,1,0,0,0,2021-08-22-MTL-OTT
21,Bevan,OTT,77,25,23,2,4,2,0,2,191,296,487,33,89,4,4,0,0,0,2021-08-22-MTL-OTT
22,Sénéchal,MTL,5,14,3,11,1,0,0,1,15,46,61,1,100,0,0,0,0,0,2021-08-22-MTL-OTT
23,Limoges,MTL,82,26,24,2,0,1,0,1,88,22,110,10,100,1,0,0,0,0,2021-08-22-MTL-OTT
24,Genest,MTL,16,11,0,11,0,1,0,1,58,0,58,0,0,0,0,0,0,0,2021-08-22-MTL-OTT
25,Duplaix,MTL,43,19,3,16,0,1,0,1,24,13,37,4,100,1,0,0,0,0,2021-08-22-MTL-OTT
26,Cohonner,MTL,22,16,1,15,0,1,0,1,90,22,112,4,100,2,0,0,0,0,2021-08-22-MTL-OTT
27,Charette,MTL,64,16,4,12,1,0,0,1,7,10,17,1,100,0,0,0,0,0,2021-08-22-MTL-OTT
28,Benvenuti,OTT,39,14,1,13,0,1,0,1,23,6,29,1,100,0,0,0,0,0,2021-08-22-MTL-OTT
29,Cameron,OTT,86,18,2,16,1,0,0,1,13,55,68,4,100,1,0,0,0,0,2021-08-22-MTL-OTT
30,Munoz,OTT,6,18,1,17,0,1,1,1,12,96,108,13,100,0,0,0,0,1,2021-08-22-MTL-OTT
31,Bastien,MTL,73,12,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-08-22-MTL-OTT
32,Rousseau,MTL,38,16,4,12,0,0,0,0,-1,70,69,9,100,2,0,0,0,0,2021-08-22-MTL-OTT
33,Leonard,MTL,19,12,0,12,0,0,0,0,10,21,31,2,100,0,0,0,0,0,2021-08-22-MTL-OTT
34,Lalonde-Landry,MTL,24,13,0,13,0,0,0,0,3,4,7,1,100,0,0,0,0,0,2021-08-22-MTL-OTT
35,Gamache,MTL,2,14,3,11,1,0,0,0,2,49,51,3,75,0,1,0,0,0,2021-08-22-MTL-OTT
36,Auger-Semmar,MTL,71,28,25,3,3,4,0,-1,391,197,588,17,73,3,6,0,0,2,2021-08-22-MTL-OTT
37,"Wallace, I",OTT,14,16,1,15,0,0,0,-1,8,14,22,1,100,0,0,0,0,1,2021-08-22-MTL-OTT
38,Cantal,OTT,88,16,1,15,0,0,0,-2,5,40,45,4,66,1,2,0,0,0,2021-08-22-MTL-OTT
39,Lemieux,MTL,6,27,25,2,3,0,1,-3,112,298,410,23,79,3,6,0,0,1,2021-08-22-MTL-OTT
0,Mott,PHI,81,26,24,2,7,2,0,9,263,374,637,35,100,4,0,0,0,0,2021-08-21-BOS-PHI
1,Pollard,PHI,17,22,19,3,5,3,1,8,188,249,437,12,92,0,1,0,0,0,2021-08-21-BOS-PHI
2,Davis,BOS,8,19,18,1,4,4,0,6,251,132,383,16,94,1,1,0,0,1,2021-08-21-BOS-PHI
3,Martin,PHI,4,24,21,3,1,5,0,5,339,62,401,15,100,2,0,0,0,1,2021-08-21-BOS-PHI
4,Stewart,BOS,23,21,18,3,2,1,2,4,48,128,176,13,92,3,1,0,0,0,2021-08-21-BOS-PHI
5,Halkyard,BOS,4,21,18,3,4,3,0,4,293,118,411,18,85,3,3,0,0,0,2021-08-21-BOS-PHI
6,Wariner,BOS,14,20,2,18,2,0,1,3,109,93,202,10,100,2,0,0,0,0,2021-08-21-BOS-PHI
7,Babcock,BOS,19,19,18,1,3,1,0,3,85,296,381,35,97,1,1,0,0,0,2021-08-21-BOS-PHI
8,Witmer,PHI,50,20,5,15,1,1,1,3,61,39,100,8,100,1,0,0,0,0,2021-08-21-BOS-PHI
9,Yudkovich,BOS,25,20,2,18,2,0,1,2,-3,109,106,12,92,0,1,0,0,0,2021-08-21-BOS-PHI
10,Tetreault,BOS,42,17,3,14,1,1,0,2,121,-3,118,6,100,0,0,0,0,0,2021-08-21-BOS-PHI
11,Taylor,BOS,0,13,12,1,2,1,0,2,80,229,309,30,96,4,1,0,0,0,2021-08-21-BOS-PHI
12,Sadok,BOS,3,20,19,1,0,3,1,2,209,256,465,34,94,3,2,0,0,0,2021-08-21-BOS-PHI
